"1"	"0"	"金币1"	"41"	"0"	"0"	"0"	"0"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	""	"7"	"0"
"2"	"0"	"金创药(小量)"	"0"	"0"	"0"	"0"	"398"	"1"	"1"	"102"	"0"	"20"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"80"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	""	"7"	"0"
"3"	"0"	"魔法药(小量)"	"0"	"0"	"0"	"0"	"394"	"1"	"1"	"103"	"0"	"0"	"0"	"30"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"80"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	""	"7"	"0"
"4"	"0"	"肉"	"40"	"0"	"0"	"0"	"1"	"3"	"10000"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"200"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	""	"7"	"0"
"5"	"0"	"布衣(男)"	"10"	"1"	"0"	"0"	"60"	"5"	"5000"	"0"	"0"	"0"	"2"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"120"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	""	"7"	"0"
"6"	"0"	"布衣(女)"	"11"	"1"	"0"	"0"	"80"	"5"	"5000"	"0"	"0"	"0"	"2"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"120"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	""	"7"	"0"
"7"	"0"	"木剑"	"5"	"1"	"0"	"0"	"30"	"7"	"4000"	"0"	"0"	"0"	"0"	"0"	"0"	"2"	"5"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"50"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	""	"7"	"0"
"8"	"0"	"铁剑"	"5"	"2"	"0"	"0"	"36"	"10"	"10000"	"0"	"0"	"0"	"0"	"0"	"0"	"5"	"9"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"10"	"0"	"0"	"0"	"0"	"0"	"1200"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	""	"7"	"0"
"9"	"0"	"青铜剑"	"5"	"2"	"0"	"0"	"31"	"9"	"6000"	"0"	"0"	"0"	"0"	"0"	"0"	"3"	"7"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"5"	"0"	"0"	"0"	"0"	"0"	"900"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	""	"7"	"0"
"10"	"0"	"轻型盔甲(男)"	"10"	"2"	"0"	"0"	"61"	"8"	"8000"	"0"	"0"	"3"	"3"	"1"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"11"	"0"	"0"	"0"	"0"	"0"	"3000"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	""	"7"	"0"
