--------------------2019-08-22 0:03:12----------------
4017 : 1
1018 : 1
81 : 5
4633 : 1
3013 : 610
205 : 15
3011 : 112
1010 : 12
1011 : 47
1006 : 32
1050 : 5
3017 : 331
1108 : 320
1105 : 7
1001 : 33
3010 : 4
1000 : 3
1115 : 7
1104 : 38
3030 : 3
1009 : 1
4634 : 3
1051 : 1
3025 : 30
3019 : 136
3024 : 80
3018 : 61
3002 : 15
--------------------2019-08-22 0:08:12----------------
81 : 5
4633 : 2
3013 : 639
205 : 13
3011 : 55
1010 : 9
1011 : 37
1006 : 42
4629 : 4
1050 : 2
3017 : 333
1108 : 323
1105 : 2
1001 : 15
3014 : 1
1003 : 2
3010 : 1
1100 : 2
1115 : 5
1104 : 35
3030 : 2
1101 : 1
1051 : 1
3025 : 34
3019 : 162
3024 : 101
3018 : 89
3002 : 22
--------------------2019-08-22 0:13:12----------------
4004 : 1
4017 : 1
1018 : 1
81 : 3
4633 : 2
3013 : 376
205 : 9
3011 : 71
1010 : 10
1011 : 39
1006 : 32
1050 : 2
3017 : 346
1108 : 304
1105 : 5
1001 : 16
4418 : 2
4460 : 2
4461 : 1
4462 : 3
3010 : 3
1100 : 6
1000 : 1
1115 : 3
1104 : 31
3030 : 2
1031 : 2
1009 : 1
4464 : 1
1032 : 8
3025 : 23
3019 : 111
3024 : 101
3018 : 57
3002 : 14
--------------------2019/8/22 0:18:12----------------
81 : 5
4633 : 4
3013 : 295
205 : 9
3011 : 61
1010 : 34
1011 : 69
1006 : 7
3017 : 290
1108 : 296
1001 : 34
4418 : 3
1003 : 1
3010 : 1
1100 : 1
1000 : 3
1115 : 1
3030 : 7
1031 : 13
1032 : 6
3025 : 19
3019 : 76
3024 : 80
3018 : 50
3002 : 13
--------------------2019/8/22 0:23:12----------------
4004 : 1
4017 : 1
1018 : 1
81 : 1
4633 : 2
3013 : 325
205 : 7
3011 : 60
1010 : 35
1011 : 58
1006 : 3
1050 : 1
3017 : 221
1108 : 123
1001 : 4
4418 : 2
1025 : 5
4422 : 1
3010 : 1
1000 : 1
1115 : 4
3030 : 3
1031 : 1
1032 : 3
1051 : 1
3025 : 15
3019 : 57
3024 : 23
3018 : 23
3002 : 6
--------------------2019/8/22 0:28:12----------------
81 : 1
4633 : 3
3013 : 99
205 : 1
3011 : 27
1010 : 16
1011 : 25
1006 : 4
3017 : 48
1001 : 2
4418 : 2
1025 : 1
4460 : 3
4461 : 3
4462 : 3
1026 : 1
1030 : 2
1003 : 1
1000 : 1
1115 : 1
3030 : 17
1031 : 2
1009 : 1
4464 : 1
3019 : 1
--------------------2019/8/22 0:33:12----------------
3013 : 5
205 : 2
3011 : 21
1010 : 4
1011 : 5
4418 : 4
4421 : 1
1025 : 1
4426 : 1
4460 : 2
4461 : 1
4462 : 1
1026 : 1
1030 : 2
1003 : 1
1100 : 1
1102 : 1
3030 : 15
1046 : 4
4464 : 1
1032 : 3
82 : 1
3202 : 1
3025 : 2
3019 : 52
3018 : 17
3002 : 2
--------------------2019/8/22 0:38:12----------------
81 : 5
4633 : 2
3013 : 26
3011 : 13
1010 : 7
1011 : 10
1025 : 3
1026 : 14
1030 : 6
3030 : 14
1031 : 2
4634 : 2
82 : 1
3202 : 1
--------------------2019/8/22 0:43:12----------------
4004 : 1
4017 : 2
1018 : 2
81 : 4
4633 : 2
3013 : 157
205 : 6
3011 : 57
1010 : 15
1011 : 19
1006 : 7
4629 : 4
1050 : 3
3017 : 167
1108 : 3
1001 : 11
4418 : 4
4421 : 5
3010 : 2
1100 : 1
1102 : 1
1104 : 2
3030 : 3
1031 : 8
4464 : 1
3025 : 24
3019 : 76
