--------------------2019-07-27 0:03:20----------------
4004 : 1
3013 : 170
205 : 4
3014 : 41
1006 : 2
1010 : 12
3010 : 11
3011 : 52
1003 : 2
3030 : 7
1000 : 1
1001 : 6
3017 : 85
1011 : 9
1050 : 1
4633 : 2
4629 : 1
4464 : 1
1105 : 14
4041 : 1
--------------------2019-07-27 0:08:20----------------
3013 : 44
205 : 4
3014 : 181
1006 : 2
1010 : 4
3010 : 11
3011 : 43
3030 : 2
1001 : 17
3017 : 110
1011 : 2
1050 : 3
4633 : 1
1100 : 2
1102 : 2
1051 : 1
4629 : 1
1105 : 12
4610 : 1
--------------------2019-07-27 0:13:21----------------
81 : 2
3013 : 46
205 : 5
3014 : 292
1006 : 4
3010 : 29
3011 : 28
3030 : 8
1001 : 36
3017 : 97
1050 : 2
1104 : 1
1051 : 1
4629 : 2
4464 : 2
1105 : 5
1101 : 1
--------------------2019-07-27 0:18:21----------------
3013 : 64
205 : 2
3014 : 150
1006 : 5
1010 : 32
3010 : 1
3011 : 37
3030 : 3
1000 : 1
1001 : 11
3017 : 72
1011 : 28
4633 : 5
1100 : 3
1104 : 1
1102 : 1
4629 : 1
1115 : 1
1105 : 20
1101 : 1
1031 : 2
1106 : 1
1032 : 1
--------------------2019-07-27 0:23:21----------------
3013 : 207
205 : 4
1006 : 21
1010 : 7
3010 : 19
3011 : 46
3030 : 2
3017 : 13
1011 : 9
4633 : 2
4629 : 27
1105 : 4
4610 : 1
--------------------2019/7/27 0:28:21----------------
3013 : 144
205 : 2
3014 : 16
1006 : 1
1010 : 27
3010 : 7
3011 : 38
3030 : 1
1001 : 1
1011 : 16
4633 : 3
4629 : 3
1105 : 23
4610 : 1
--------------------2019/7/27 0:33:21----------------
3013 : 60
205 : 1
1006 : 20
1010 : 14
3010 : 2
3011 : 20
1048 : 1
1011 : 16
4633 : 2
4629 : 24
1105 : 9
1002 : 1
4610 : 2
--------------------2019/7/27 0:38:21----------------
3013 : 98
205 : 1
1006 : 1
1010 : 6
3010 : 5
3011 : 47
1011 : 11
4633 : 2
4629 : 3
1105 : 5
1002 : 1
--------------------2019/7/27 0:43:21----------------
3013 : 147
205 : 2
1010 : 10
3010 : 8
3011 : 43
3030 : 2
1011 : 7
4633 : 1
4629 : 2
1105 : 7
1002 : 1
1014 : 14
1015 : 1
--------------------2019/7/27 0:48:21----------------
81 : 2
3013 : 129
205 : 2
1006 : 21
1010 : 2
3011 : 5
1003 : 8
1000 : 7
1011 : 2
1050 : 1
4633 : 1
1100 : 12
1104 : 8
1051 : 1
4629 : 24
4464 : 1
1105 : 2
4610 : 1
--------------------2019/7/27 0:53:21----------------
81 : 2
3013 : 28
1006 : 1
3030 : 1
1000 : 1
4633 : 1
1104 : 3
4629 : 1
1105 : 4
--------------------2019/7/27 0:58:21----------------
4017 : 1
1018 : 1
81 : 1
3013 : 65
205 : 2
3014 : 91
1010 : 11
3011 : 13
1003 : 2
1009 : 1
1000 : 5
1001 : 1
1011 : 12
1050 : 1
1104 : 1
1105 : 9
1109 : 1
3018 : 15
--------------------2019/7/27 1:03:21----------------
3013 : 111
205 : 2
3014 : 18
1006 : 4
1010 : 4
3010 : 4
3011 : 39
1011 : 5
4633 : 3
1014 : 5
1015 : 2
3018 : 2
--------------------2019/7/27 1:08:21----------------
3013 : 93
205 : 2
3014 : 34
1010 : 12
3010 : 6
3011 : 25
1003 : 1
1000 : 1
3017 : 19
1011 : 15
4633 : 3
1100 : 4
1102 : 3
1002 : 2
1014 : 4
1015 : 2
1106 : 2
3018 : 10
3024 : 18
3025 : 4
1107 : 1
--------------------2019/7/27 1:13:22----------------
81 : 1
3013 : 66
205 : 3
3014 : 96
1006 : 26
1010 : 3
3011 : 30
1000 : 2
1001 : 1
3017 : 36
1048 : 1
1011 : 5
4633 : 1
1102 : 1
1105 : 4
1014 : 22
1103 : 1
3018 : 33
3024 : 90
3025 : 14
--------------------2019/7/27 1:18:22----------------
4004 : 1
4017 : 1
1018 : 1
81 : 3
3013 : 45
205 : 5
3014 : 12
1006 : 55
1010 : 4
3010 : 5
3011 : 18
3017 : 85
1046 : 4
1048 : 2
1011 : 8
1050 : 1
4633 : 1
4629 : 1
1105 : 11
1109 : 1
1108 : 2
1060 : 1
3018 : 42
3024 : 241
