--------------------2019-08-09 0:03:09----------------
4004 : 2
4017 : 4
1018 : 3
81 : 10
1006 : 14
3013 : 280
205 : 8
1050 : 3
1010 : 4
1011 : 7
3017 : 199
3011 : 89
4633 : 4
3010 : 9
1009 : 2
1000 : 18
1115 : 1
1105 : 3
1031 : 1
1108 : 1
1060 : 5
3018 : 48
3019 : 59
3024 : 82
3025 : 21
1001 : 69
--------------------2019/8/9 0:08:09----------------
81 : 4
1006 : 7
3013 : 252
205 : 9
82 : 1
3202 : 1
1010 : 20
1011 : 52
3017 : 238
3011 : 71
4633 : 1
3010 : 3
1009 : 1
1115 : 7
1105 : 1
4634 : 1
3018 : 56
3019 : 84
3024 : 82
3025 : 19
1001 : 35
--------------------2019/8/9 0:13:10----------------
81 : 1
3013 : 333
205 : 7
1010 : 1
1011 : 3
3017 : 241
3011 : 65
3030 : 4
4464 : 1
1115 : 2
1105 : 1
3018 : 57
3019 : 80
3024 : 82
3025 : 24
1001 : 47
--------------------2019/8/9 0:18:10----------------
1006 : 1
3013 : 466
205 : 12
3017 : 279
3011 : 68
3010 : 18
3030 : 3
1115 : 4
3018 : 58
3019 : 96
3024 : 77
3025 : 14
1001 : 44
--------------------2019/8/9 0:23:10----------------
81 : 1
1006 : 6
3013 : 462
205 : 11
3017 : 290
3011 : 92
3010 : 6
3030 : 3
1000 : 5
4464 : 1
1115 : 11
1105 : 1
3018 : 48
3019 : 83
3024 : 56
3025 : 23
1001 : 82
--------------------2019/8/9 0:28:10----------------
81 : 2
1006 : 8
3013 : 421
205 : 10
3017 : 297
3011 : 65
3010 : 12
3030 : 4
1000 : 16
1115 : 4
1105 : 4
3018 : 46
3019 : 59
3024 : 72
3025 : 22
1001 : 64
--------------------2019/8/9 0:33:10----------------
81 : 6
1006 : 4
3013 : 323
205 : 7
1010 : 8
1011 : 21
3017 : 246
3011 : 66
4633 : 1
3010 : 5
1000 : 7
4464 : 1
1115 : 5
1105 : 1
3018 : 49
3019 : 37
3024 : 98
3025 : 24
1001 : 59
--------------------2019/8/9 0:38:10----------------
81 : 3
1006 : 1
3013 : 252
205 : 8
1010 : 14
1011 : 32
3017 : 206
3011 : 52
4633 : 2
1032 : 2
1115 : 3
1031 : 2
4460 : 2
3018 : 53
3019 : 91
3024 : 73
3025 : 22
1001 : 23
--------------------2019/8/9 0:43:10----------------
4017 : 1
1018 : 1
81 : 2
1006 : 7
3013 : 438
205 : 9
1050 : 1
1010 : 8
1011 : 16
3017 : 211
3011 : 100
4633 : 1
3010 : 5
1000 : 5
4464 : 1
1115 : 3
4031 : 1
4460 : 2
3018 : 58
3019 : 98
3024 : 66
3025 : 22
1001 : 78
--------------------2019/8/9 0:48:10----------------
81 : 1
1006 : 27
3013 : 464
205 : 10
1010 : 15
1011 : 29
3017 : 268
3011 : 57
4633 : 3
3010 : 1
1000 : 5
1115 : 4
3018 : 52
3019 : 90
3024 : 69
3025 : 20
1001 : 38
--------------------2019/8/9 0:53:10----------------
81 : 5
1006 : 12
3013 : 411
205 : 9
1010 : 16
1011 : 42
3017 : 130
3011 : 71
4633 : 2
3010 : 4
1032 : 2
1102 : 1
4629 : 7
4464 : 1
1115 : 2
1105 : 1
1101 : 1
1031 : 5
4634 : 3
3018 : 55
3019 : 83
3024 : 83
3025 : 23
4539 : 2
4631 : 2
4525 : 2
1001 : 26
--------------------2019/8/9 0:58:10----------------
1006 : 3
3013 : 344
205 : 9
1010 : 6
1011 : 11
3017 : 244
3011 : 81
4633 : 1
3010 : 25
1003 : 1
3030 : 6
1004 : 1
1105 : 2
1108 : 4
4634 : 1
3018 : 48
