--------------------2019-08-31 0:01:41----------------
4004 : 2
4017 : 2
1018 : 2
81 : 3
205 : 19
1010 : 31
4633 : 5
1006 : 98
1003 : 90
3010 : 53
1000 : 7
3030 : 16
1046 : 4
1048 : 13
3025 : 7
3019 : 50
3024 : 167
3018 : 74
3013 : 790
3011 : 234
1011 : 100
3014 : 230
1001 : 26
3017 : 433
--------------------2019/8/31 0:06:41----------------
4004 : 1
4017 : 2
1018 : 2
81 : 9
205 : 23
1010 : 93
4633 : 11
4629 : 15
1006 : 89
1003 : 87
3010 : 18
1000 : 6
3030 : 32
1046 : 9
1014 : 19
1048 : 4
1009 : 1
1060 : 3
4634 : 6
3025 : 1
3019 : 187
3024 : 41
3018 : 76
3013 : 861
3011 : 285
1011 : 109
3014 : 421
1001 : 17
3017 : 399
4418 : 5
4460 : 2
4426 : 1
4461 : 1
4462 : 2
--------------------2019/8/31 0:11:41----------------
4422 : 1
1030 : 2
81 : 9
205 : 25
1010 : 55
4633 : 6
4629 : 3
1006 : 68
1003 : 97
3010 : 25
1000 : 22
3030 : 32
1046 : 5
1048 : 14
1009 : 1
1060 : 7
1032 : 1
4634 : 42
82 : 3
3202 : 3
3019 : 200
3018 : 64
1004 : 1
4039 : 1
4416 : 3
3013 : 1011
3011 : 251
1011 : 129
3014 : 442
1001 : 49
3017 : 428
1025 : 1
4418 : 25
4421 : 2
1026 : 1
--------------------2019/8/31 0:16:41----------------
4532 : 1
81 : 9
205 : 25
1010 : 42
4633 : 13
4629 : 2
1006 : 56
1003 : 104
3010 : 16
1000 : 5
3030 : 23
1031 : 2
1046 : 3
1014 : 19
1048 : 1
1110 : 4
1032 : 1
4634 : 5
1015 : 1
3025 : 15
3019 : 302
3018 : 104
3013 : 897
3011 : 230
1011 : 64
3014 : 460
1001 : 19
3017 : 495
4539 : 5
4631 : 3
4525 : 2
4534 : 2
4531 : 1
4537 : 1
--------------------2019/8/31 0:21:41----------------
4004 : 1
4017 : 1
1018 : 1
81 : 14
205 : 26
1010 : 8
4633 : 4
4629 : 5
1006 : 110
1003 : 95
3010 : 22
3030 : 14
1046 : 11
1014 : 14
1048 : 3
4464 : 1
1015 : 1
3025 : 41
3019 : 287
3024 : 92
3018 : 131
3013 : 642
3011 : 186
1011 : 10
3014 : 627
1001 : 64
3017 : 611
--------------------2019/8/31 0:26:41----------------
4004 : 15
4017 : 20
1018 : 9
81 : 15
205 : 16
1010 : 20
4633 : 11
4629 : 2
1006 : 75
1003 : 26
3010 : 16
1000 : 8
1115 : 1
3030 : 11
1031 : 14
1007 : 70
4634 : 10
82 : 1
3202 : 1
3025 : 6
3019 : 100
3024 : 97
3018 : 77
4031 : 8
4041 : 5
4039 : 2
3013 : 516
3011 : 104
1011 : 32
