--------------------2019-09-06 0:03:22----------------
81 : 8
205 : 51
1010 : 11
4633 : 5
4629 : 2
1006 : 41
1003 : 341
3010 : 8
1000 : 10
1115 : 4
3030 : 5
4464 : 1
3025 : 64
3019 : 317
3024 : 277
3018 : 211
545 : 2
3002 : 22
3013 : 1209
3011 : 209
1011 : 32
3014 : 1441
1001 : 86
3017 : 1291
--------------------2019-09-06 0:08:22----------------
81 : 6
205 : 33
1010 : 11
4633 : 1
1006 : 33
1003 : 200
3010 : 7
1000 : 1
1115 : 3
3030 : 4
4464 : 2
3025 : 62
3019 : 222
3024 : 279
3018 : 174
545 : 2
3002 : 22
3013 : 704
3011 : 151
1011 : 29
3014 : 856
1001 : 56
3017 : 809
--------------------2019-09-06 0:13:23----------------
81 : 8
205 : 30
1010 : 11
4633 : 4
1006 : 33
1003 : 194
1000 : 7
1115 : 3
3030 : 1
1031 : 1
1046 : 2
1048 : 1
1009 : 1
4464 : 2
1060 : 1
1032 : 8
3025 : 60
3019 : 271
3024 : 277
3018 : 198
545 : 1
3002 : 19
3013 : 689
3011 : 139
1011 : 26
3014 : 779
1001 : 35
3017 : 799
4418 : 3
4425 : 1
4539 : 2
4631 : 2
4525 : 2
--------------------2019-09-06 0:18:23----------------
4004 : 4
4017 : 5
1018 : 5
81 : 9
205 : 31
1010 : 25
4633 : 2
4629 : 3
1006 : 45
1003 : 126
3010 : 13
1000 : 5
1115 : 5
3030 : 5
1031 : 2
1014 : 47
1009 : 1
4464 : 3
1032 : 2
4634 : 1
1015 : 4
3025 : 65
3019 : 271
3024 : 276
3018 : 191
545 : 2
3002 : 20
3013 : 531
3011 : 121
1011 : 39
3014 : 687
1001 : 26
3017 : 787
4418 : 3
4424 : 1
--------------------2019-09-06 0:23:23----------------
1030 : 2
4004 : 2
4017 : 3
1018 : 3
81 : 12
205 : 29
1010 : 40
4633 : 9
4629 : 8
1006 : 54
1003 : 155
3010 : 1
1000 : 3
1115 : 3
1031 : 2
1046 : 10
1014 : 48
1048 : 1
1009 : 1
4464 : 1
1032 : 1
1015 : 6
82 : 2
3202 : 2
3025 : 39
3019 : 205
3024 : 261
3018 : 161
4012 : 1
3002 : 20
3013 : 597
3011 : 150
1011 : 118
3014 : 804
1001 : 35
3017 : 872
1025 : 1
1026 : 2
--------------------2019-09-06 0:28:23----------------
81 : 4
205 : 33
1010 : 69
4633 : 12
4629 : 2
1006 : 179
1003 : 202
3010 : 2
1000 : 32
1115 : 7
1031 : 9
1046 : 5
1014 : 48
1048 : 4
4464 : 1
1032 : 8
4634 : 1
1015 : 11
3025 : 55
3019 : 213
3024 : 274
3018 : 174
3002 : 21
3013 : 787
3011 : 120
1011 : 148
3014 : 748
1001 : 36
3017 : 888
4418 : 1
4460 : 5
4426 : 1
--------------------2019-09-06 0:33:23----------------
1024 : 1
1023 : 1
81 : 3
205 : 39
1010 : 32
4633 : 9
4629 : 9
1006 : 59
1003 : 239
3010 : 15
1000 : 20
1115 : 2
3030 : 4
1031 : 1
1046 : 6
1048 : 5
1009 : 1
4464 : 1
82 : 1
3202 : 1
3025 : 61
3019 : 368
3024 : 240
3018 : 214
1004 : 3
3002 : 19
3013 : 989
3011 : 146
1011 : 55
3014 : 777
1001 : 42
3017 : 1019
4418 : 1
4539 : 1
4631 : 1
4525 : 1
--------------------2019-09-06 0:38:23----------------
4004 : 2
4017 : 2
1018 : 2
81 : 8
205 : 43
1010 : 31
4633 : 5
4629 : 10
1006 : 30
1003 : 233
3010 : 11
1000 : 18
3030 : 4
1031 : 9
1046 : 1
1014 : 9
1048 : 1
4464 : 1
1015 : 3
3025 : 69
3019 : 338
3024 : 239
3018 : 206
545 : 2
3002 : 20
3013 : 1443
3011 : 165
1011 : 56
3014 : 841
1001 : 39
3017 : 983
--------------------2019-09-06 0:43:23----------------
81 : 2
205 : 46
1010 : 37
4633 : 6
1006 : 19
1003 : 266
3010 : 7
1000 : 6
1115 : 2
3030 : 20
4464 : 2
3025 : 56
3019 : 291
3024 : 165
3018 : 162
3002 : 17
3013 : 1612
3011 : 192
1011 : 60
3014 : 960
1001 : 26
3017 : 1169
--------------------2019-09-06 0:48:23----------------
1024 : 1
1023 : 1
81 : 12
205 : 49
1010 : 34
4633 : 7
4629 : 5
1006 : 56
1003 : 298
3010 : 6
1000 : 15
1115 : 5
3030 : 2
1031 : 8
1046 : 1
1048 : 1
1009 : 1
4464 : 6
1060 : 2
1032 : 2
82 : 2
3202 : 2
3025 : 60
3019 : 390
3024 : 220
3018 : 168
1004 : 1
4039 : 1
3002 : 19
3013 : 1838
3011 : 185
1011 : 55
3014 : 1088
1001 : 33
3017 : 1115
1025 : 1
4539 : 1
4631 : 1
4525 : 1
--------------------2019-09-06 0:53:23----------------
4004 : 3
4017 : 5
1018 : 5
81 : 13
205 : 46
1010 : 16
4633 : 6
4629 : 3
1006 : 121
1003 : 304
3010 : 5
1115 : 4
3030 : 6
1031 : 1
1046 : 3
1048 : 1
1009 : 3
4464 : 2
1032 : 1
3025 : 63
3019 : 456
3024 : 277
3018 : 198
4039 : 1
3002 : 27
3013 : 1262
3011 : 174
1011 : 47
3014 : 980
1001 : 38
3017 : 1034
4418 : 5
--------------------2019-09-06 0:58:23----------------
4004 : 1
4017 : 1
1018 : 1
81 : 2
205 : 42
1010 : 19
4633 : 4
4629 : 17
1006 : 94
1003 : 385
3010 : 6
1000 : 3
1115 : 1
3030 : 4
1046 : 7
1048 : 10
4464 : 1
1032 : 3
3025 : 74
3019 : 286
3024 : 347
3018 : 215
1004 : 2
1002 : 1
545 : 2
3002 : 19
3013 : 1242
3011 : 163
1011 : 35
3014 : 900
1001 : 29
3017 : 1183
4418 : 3
--------------------2019-09-06 1:03:23----------------
4004 : 1
4017 : 1
1018 : 1
81 : 5
205 : 47
1010 : 37
4633 : 8
4629 : 7
1006 : 46
1003 : 428
3010 : 2
1000 : 3
1115 : 4
1046 : 3
1048 : 4
4464 : 1
4634 : 1
3025 : 74
3019 : 375
3024 : 328
3018 : 245
1004 : 1
3002 : 29
3013 : 1221
3011 : 155
1011 : 45
3014 : 972
1001 : 74
3017 : 1150
--------------------2019-09-06 1:08:23----------------
4017 : 1
1018 : 1
81 : 5
205 : 46
1010 : 22
4633 : 4
4629 : 11
1006 : 78
1003 : 233
3010 : 6
1000 : 1
1115 : 2
3030 : 4
1031 : 5
1009 : 1
4464 : 2
3025 : 62
3019 : 408
3024 : 260
3018 : 154
3002 : 14
3013 : 1636
3011 : 187
1011 : 48
3014 : 990
1001 : 25
3017 : 1101
--------------------2019-09-06 1:13:23----------------
4435 : 4
81 : 4
205 : 42
1010 : 19
4633 : 10
4629 : 17
1006 : 73
1003 : 256
3010 : 2
1000 : 5
1115 : 1
3030 : 2
4464 : 2
1060 : 1
82 : 1
3025 : 71
3019 : 351
3024 : 210
3018 : 157
4416 : 1
3002 : 20
3013 : 1324
3011 : 207
1011 : 53
3014 : 986
1001 : 25
3017 : 1110
4539 : 1
4631 : 1
4525 : 1
--------------------2019/9/6 1:18:23----------------
4004 : 1
4017 : 1
1018 : 1
81 : 6
205 : 46
1010 : 14
4633 : 6
4629 : 20
1006 : 88
1003 : 158
3010 : 4
1000 : 20
1115 : 3
3030 : 10
1009 : 1
4464 : 2
3025 : 95
3019 : 388
3024 : 306
3018 : 247
545 : 3
3002 : 30
3013 : 1629
3011 : 200
1011 : 22
3014 : 808
1001 : 56
3017 : 1039
--------------------2019/9/6 1:23:23----------------
4017 : 2
1018 : 2
81 : 10
205 : 51
1010 : 24
4633 : 4
4629 : 3
1006 : 11
1003 : 229
3010 : 1
1000 : 16
1115 : 4
3030 : 6
1046 : 6
1009 : 1
4464 : 5
3025 : 88
3019 : 347
3024 : 354
3018 : 249
4031 : 1
4012 : 1
3002 : 28
3013 : 1584
3011 : 201
1011 : 24
3014 : 1144
1001 : 55
3017 : 1077
1025 : 1
4418 : 1
--------------------2019/9/6 1:28:23----------------
81 : 6
205 : 50
1010 : 19
4633 : 2
4629 : 3
1006 : 50
1003 : 144
3010 : 5
1000 : 7
4464 : 1
3025 : 81
3019 : 414
3024 : 352
3018 : 272
3002 : 27
3013 : 1579
3011 : 239
1011 : 33
3014 : 1098
1001 : 22
3017 : 999
4460 : 2
--------------------2019/9/6 1:33:23----------------
4430 : 1
4017 : 1
1018 : 1
81 : 11
205 : 47
1010 : 19
4633 : 3
4629 : 6
1006 : 68
1003 : 224
3010 : 2
1000 : 10
1115 : 5
3030 : 1
1048 : 1
4464 : 2
1032 : 1
4634 : 13
82 : 2
3025 : 89
3019 : 347
3024 : 354
3018 : 247
4031 : 1
3002 : 28
3013 : 1406
3011 : 243
1011 : 35
3014 : 1009
1001 : 96
3017 : 1058
4414 : 1
--------------------2019/9/6 1:38:23----------------
81 : 8
205 : 44
1010 : 30
4633 : 6
1006 : 93
1003 : 219
3010 : 4
1115 : 12
3030 : 3
1031 : 4
1014 : 14
4464 : 2
1032 : 2
4634 : 24
1015 : 1
3025 : 94
3019 : 486
3024 : 333
3018 : 284
3002 : 32
3013 : 1039
3011 : 269
1011 : 46
3014 : 992
1001 : 232
3017 : 1035
4418 : 2
4419 : 1
4421 : 2
4424 : 2
--------------------2019/9/6 1:43:23----------------
81 : 2
205 : 46
1010 : 49
4633 : 3
1006 : 36
1003 : 221
3010 : 11
1000 : 12
1115 : 5
3030 : 2
4464 : 2
3025 : 87
3019 : 518
3024 : 348
3018 : 305
3002 : 28
3013 : 1029
3011 : 305
1011 : 40
3014 : 1033
1001 : 44
3017 : 1066
4418 : 8
--------------------2019/9/6 1:48:23----------------
81 : 6
205 : 48
1010 : 16
4633 : 4
1006 : 60
1003 : 161
3010 : 15
1000 : 4
1115 : 6
4464 : 2
3025 : 100
3019 : 559
3024 : 392
3018 : 337
3002 : 31
3013 : 971
3011 : 227
1011 : 22
3014 : 1045
1001 : 34
3017 : 982
--------------------2019/9/6 1:53:24----------------
4004 : 1
4017 : 1
1018 : 1
81 : 1
205 : 45
1010 : 14
4633 : 4
4629 : 2
1006 : 61
1003 : 224
3010 : 8
1000 : 3
1115 : 4
3030 : 2
4464 : 4
3025 : 88
3019 : 476
3024 : 442
3018 : 319
4012 : 1
1002 : 1
3002 : 34
3013 : 1100
3011 : 222
1011 : 13
3014 : 1015
1001 : 63
3017 : 1035
--------------------2019/9/6 1:58:24----------------
81 : 2
205 : 47
1010 : 9
4633 : 1
4629 : 10
1006 : 16
1003 : 201
3010 : 3
1000 : 4
1115 : 4
4464 : 1
4634 : 14
3025 : 80
3019 : 390
3024 : 369
3018 : 263
3002 : 18
3013 : 960
3011 : 190
1011 : 21
3014 : 1049
1001 : 42
3017 : 1126
--------------------2019/9/6 2:03:24----------------
4017 : 1
1018 : 1
81 : 3
205 : 40
1010 : 4
4633 : 3
4629 : 1
1006 : 81
1003 : 213
3010 : 18
1115 : 2
3030 : 4
4464 : 2
3025 : 79
3019 : 359
3024 : 390
3018 : 264
4031 : 1
3002 : 19
3013 : 1032
3011 : 249
1011 : 18
3014 : 996
1001 : 66
3017 : 1157
--------------------2019/9/6 2:08:24----------------
81 : 4
205 : 43
1010 : 17
4633 : 2
4629 : 1
1006 : 79
1003 : 234
3010 : 7
1000 : 3
1115 : 4
1031 : 2
1014 : 6
4464 : 2
1032 : 1
3025 : 65
3019 : 261
3024 : 368
3018 : 214
3002 : 23
3013 : 878
3011 : 244
1011 : 30
3014 : 1058
1001 : 32
3017 : 1192
4418 : 1
4421 : 1
--------------------2019/9/6 2:13:24----------------
81 : 2
205 : 40
4629 : 2
1006 : 17
1003 : 267
3010 : 32
1000 : 7
1115 : 2
4464 : 2
3025 : 65
3019 : 218
3024 : 306
3018 : 182
545 : 1
3002 : 22
3013 : 1130
3011 : 217
3014 : 787
1001 : 72
3017 : 1053
--------------------2019/9/6 2:18:24----------------
4004 : 1
4017 : 1
1018 : 1
81 : 2
205 : 37
1010 : 11
4633 : 2
1006 : 27
1003 : 194
3010 : 6
1000 : 3
1115 : 3
4464 : 2
3025 : 54
3019 : 221
3024 : 254
3018 : 168
3002 : 20
3013 : 981
3011 : 137
1011 : 27
3014 : 821
1001 : 85
3017 : 943
--------------------2019/9/6 2:23:24----------------
81 : 4
205 : 36
1010 : 20
4633 : 3
1006 : 9
1003 : 150
3010 : 2
1000 : 12
1115 : 1
4464 : 3
3025 : 56
3019 : 217
3024 : 278
3018 : 170
3002 : 21
3013 : 1168
3011 : 138
1011 : 20
3014 : 861
1001 : 64
3017 : 992
--------------------2019/9/6 2:28:24----------------
4004 : 2
4017 : 2
1018 : 2
81 : 5
205 : 41
1010 : 35
4633 : 3
4629 : 5
1006 : 29
1003 : 115
3010 : 3
1000 : 2
1115 : 6
1046 : 6
1014 : 7
4464 : 1
1060 : 15
3025 : 61
3019 : 221
3024 : 321
3018 : 184
4012 : 1
3002 : 22
3013 : 1223
3011 : 199
1011 : 59
3014 : 954
1001 : 84
3017 : 880
--------------------2019/9/6 2:33:24----------------
4004 : 1
4017 : 1
1018 : 1
81 : 6
205 : 40
1010 : 35
4633 : 6
1006 : 21
1003 : 174
3010 : 27
1000 : 17
1115 : 2
1009 : 1
4464 : 2
4634 : 11
3025 : 47
3019 : 242
3024 : 317
3018 : 193
4039 : 1
3002 : 22
3013 : 1268
3011 : 154
1011 : 29
3014 : 917
1001 : 43
3017 : 1027
--------------------2019/9/6 2:38:24----------------
4004 : 1
4017 : 1
1018 : 1
81 : 3
205 : 40
1010 : 28
4633 : 7
1006 : 26
1003 : 165
