--------------------2019-08-03 0:00:49----------------
4004 : 3
4017 : 6
1018 : 6
81 : 10
1010 : 70
1011 : 183
3013 : 730
205 : 20
3014 : 301
1006 : 72
3010 : 80
3011 : 169
1003 : 26
1009 : 2
3030 : 19
1000 : 9
1001 : 120
3017 : 430
1110 : 1
1050 : 4
4633 : 8
1100 : 3
1104 : 2
82 : 1
3202 : 1
4464 : 1
1115 : 3
1105 : 4
1002 : 2
1014 : 7
1108 : 1
4031 : 2
1060 : 7
4418 : 2
3018 : 46
3019 : 88
3024 : 43
3025 : 14
--------------------2019-08-03 0:05:49----------------
4017 : 1
1018 : 1
81 : 6
1010 : 44
1011 : 95
4012 : 1
3013 : 397
205 : 15
3014 : 484
1006 : 87
3010 : 7
3011 : 47
1003 : 30
1009 : 1
3030 : 20
1000 : 2
1001 : 11
3017 : 376
1046 : 6
1110 : 1
4633 : 1
1100 : 2
1104 : 7
1102 : 1
1051 : 1
1115 : 4
1105 : 9
1101 : 3
1031 : 31
1014 : 2
1015 : 1
1032 : 1
1025 : 3
3018 : 71
3019 : 9
3024 : 203
3025 : 18
1026 : 31
1030 : 6
--------------------2019-08-03 0:10:49----------------
81 : 2
1010 : 65
1011 : 63
3013 : 508
205 : 14
3014 : 424
1006 : 43
3010 : 7
3011 : 36
1003 : 35
1009 : 1
3030 : 24
1001 : 25
3017 : 213
1050 : 1
4633 : 7
1100 : 6
1104 : 6
82 : 1
3202 : 1
1102 : 3
4629 : 8
4464 : 2
1115 : 3
1105 : 38
1101 : 6
1031 : 6
1002 : 1
545 : 1
1025 : 1
3018 : 76
3019 : 37
3024 : 174
3025 : 18
1026 : 6
1030 : 2
--------------------2019-08-03 0:15:49----------------
4004 : 1
4017 : 3
1018 : 3
81 : 8
1010 : 39
1011 : 54
3013 : 753
205 : 12
3014 : 113
1006 : 18
3010 : 29
3011 : 92
1003 : 9
1009 : 3
3030 : 21
1000 : 5
1001 : 41
3017 : 204
1050 : 3
4633 : 5
1100 : 14
1104 : 3
