--------------------2019-08-25 0:04:03----------------
4004 : 2
4017 : 2
1018 : 2
81 : 2
4633 : 1
3013 : 153
205 : 6
3011 : 82
1010 : 9
1011 : 16
1006 : 3
4629 : 4
1050 : 2
3017 : 168
1001 : 80
3014 : 158
1003 : 92
1100 : 6
1115 : 1
1104 : 4
1031 : 1
4464 : 1
3025 : 11
3019 : 22
3024 : 31
3018 : 23
3002 : 8
--------------------2019-08-25 0:09:03----------------
81 : 2
4633 : 2
3013 : 314
205 : 10
3011 : 113
1010 : 7
1011 : 35
1006 : 1
3017 : 236
1108 : 28
1105 : 2
1001 : 50
4414 : 1
3014 : 166
1003 : 90
3010 : 6
1100 : 2
1000 : 7
3030 : 1
1060 : 2
1101 : 1
82 : 2
3202 : 2
3025 : 9
3019 : 112
3024 : 32
3018 : 17
4416 : 1
3002 : 5
--------------------2019-08-25 0:14:03----------------
81 : 2
4633 : 4
3013 : 245
205 : 9
3011 : 81
1010 : 23
1011 : 28
1006 : 73
4629 : 16
3017 : 249
1108 : 89
1001 : 33
3014 : 114
1003 : 135
3010 : 8
1100 : 1
1000 : 9
1115 : 2
1104 : 10
3030 : 4
1031 : 5
4464 : 1
1101 : 2
3025 : 10
3019 : 150
3024 : 48
3018 : 24
3002 : 9
--------------------2019-08-25 0:19:03----------------
81 : 3
4633 : 1
3013 : 356
205 : 11
3011 : 92
1010 : 2
1011 : 4
1006 : 6
3017 : 271
1108 : 344
1105 : 3
1001 : 37
3014 : 112
1003 : 140
3010 : 5
1000 : 8
3030 : 5
3025 : 24
3019 : 122
3024 : 46
3018 : 40
3002 : 11
--------------------2019-08-25 0:24:04----------------
4633 : 1
3013 : 328
205 : 9
3011 : 57
1010 : 2
1011 : 1
1006 : 41
1050 : 1
3017 : 226
1108 : 311
1105 : 1
1001 : 10
3014 : 144
1003 : 104
3010 : 1
1100 : 6
1102 : 1
1104 : 92
4464 : 2
1051 : 1
3025 : 14
3019 : 146
3024 : 64
3018 : 32
3002 : 8
--------------------2019-08-25 0:29:04----------------
3013 : 200
205 : 9
3011 : 50
1010 : 3
1011 : 2
3017 : 204
1108 : 296
1001 : 2
3014 : 223
1003 : 59
3025 : 22
3019 : 32
3024 : 84
3018 : 41
3002 : 12
--------------------2019-08-25 0:34:04----------------
3013 : 291
205 : 9
3011 : 48
3017 : 195
1108 : 296
1001 : 4
3014 : 192
1003 : 65
4464 : 2
3025 : 18
3019 : 41
3024 : 33
3018 : 30
3002 : 11
--------------------2019-08-25 0:39:04----------------
4017 : 1
1018 : 1
81 : 1
3013 : 264
205 : 9
3011 : 56
3017 : 209
1108 : 296
1001 : 3
3014 : 179
1003 : 47
1009 : 1
3025 : 19
3019 : 49
3024 : 50
3018 : 35
4031 : 1
3002 : 9
