--------------------2019-09-21 0:01:44----------------
81 : 1
205 : 5
3018 : 27
3010 : 7
1010 : 2
4633 : 3
1003 : 1
1006 : 8
3019 : 208
3017 : 11
3013 : 125
3011 : 114
3014 : 92
1011 : 13
--------------------2019-09-21 0:06:44----------------
4004 : 1
4017 : 1
1018 : 1
81 : 1
205 : 5
3018 : 13
3010 : 1
1010 : 15
4633 : 2
1003 : 1
1006 : 5
3019 : 109
3017 : 3
3013 : 121
3011 : 97
3014 : 107
1001 : 10
1011 : 21
4041 : 1
--------------------2019-09-21 0:11:44----------------
4017 : 1
1018 : 1
81 : 1
205 : 2
3010 : 1
1010 : 10
4633 : 2
1006 : 10
3030 : 4
4629 : 2
1009 : 1
3017 : 6
3013 : 106
3011 : 24
3014 : 96
1001 : 14
1011 : 21
--------------------2019-09-21 0:16:44----------------
81 : 1
205 : 2
3010 : 4
1003 : 1
1006 : 9
3017 : 33
3013 : 49
3011 : 25
3014 : 130
1001 : 16
1004 : 1
--------------------2019-09-21 0:21:44----------------
1016 : 2
4004 : 1
4017 : 2
1018 : 2
81 : 3
205 : 2
3010 : 2
1010 : 6
4633 : 3
1006 : 6
1009 : 1
3017 : 5
3013 : 46
3011 : 4
3014 : 49
1001 : 2
1011 : 87
--------------------2019-09-21 0:26:44----------------
4039 : 1
81 : 1
205 : 3
1010 : 1
1006 : 1
3030 : 1
1009 : 1
3017 : 69
3013 : 119
3011 : 44
3014 : 135
1001 : 12
1011 : 2
--------------------2019-09-21 0:31:44----------------
1025 : 1
1026 : 1
4004 : 1
4017 : 1
1018 : 1
81 : 2
205 : 4
3010 : 2
1010 : 8
4633 : 2
1003 : 1
1006 : 5
3019 : 61
1030 : 2
3017 : 47
3013 : 128
4634 : 8
3011 : 41
3014 : 95
1001 : 7
1011 : 14
1004 : 1
--------------------2019-09-21 0:36:44----------------
205 : 6
3018 : 14
1010 : 1
4633 : 1
1003 : 7
3019 : 250
1115 : 2
3017 : 110
3013 : 35
4634 : 5
3011 : 29
3014 : 222
1001 : 15
1011 : 1
1004 : 1
--------------------2019-09-21 0:41:44----------------
81 : 1
205 : 7
3018 : 25
1010 : 4
4633 : 3
1006 : 5
3019 : 71
4629 : 3
1115 : 7
3024 : 51
1000 : 2
3017 : 104
3013 : 202
3011 : 66
3014 : 182
1001 : 33
1011 : 7
--------------------2019-09-21 0:46:44----------------
81 : 2
205 : 7
3018 : 35
1010 : 1
1006 : 4
3019 : 181
4629 : 1
1115 : 1
3017 : 96
3013 : 214
3011 : 55
3014 : 189
1001 : 28
1011 : 5
--------------------2019-09-21 0:51:45----------------
81 : 2
205 : 5
3018 : 36
1010 : 2
4633 : 2
1003 : 5
1006 : 29
3019 : 174
3030 : 2
1115 : 2
1031 : 1
1000 : 1
4464 : 1
3017 : 36
3013 : 65
3011 : 21
