--------------------2019-08-13 0:03:04----------------
1101 : 1
1025 : 1
4634 : 2
3018 : 86
3019 : 157
3024 : 140
3025 : 24
3013 : 532
3017 : 217
1011 : 15
3011 : 187
1001 : 33
81 : 3
205 : 13
1010 : 6
4633 : 1
1105 : 1
4629 : 1
1006 : 11
1108 : 11
1003 : 1
3010 : 16
1100 : 2
1102 : 3
1000 : 1
1115 : 3
1104 : 13
3030 : 9
--------------------2019-08-13 0:08:04----------------
1101 : 1
4031 : 2
1106 : 1
3018 : 82
3019 : 84
3024 : 160
3025 : 22
3013 : 382
3017 : 267
1011 : 2
3011 : 128
1001 : 163
4017 : 1
1018 : 1
81 : 3
1050 : 1
205 : 11
1010 : 1
4633 : 1
1105 : 10
4629 : 6
1006 : 26
1108 : 8
3010 : 8
1100 : 10
1102 : 5
1000 : 15
1115 : 7
1104 : 18
3030 : 8
4464 : 1
--------------------2019-08-13 0:13:04----------------
1101 : 6
1106 : 7
3018 : 74
3019 : 58
3024 : 157
3025 : 18
4414 : 1
4430 : 1
4433 : 1
3013 : 465
3017 : 203
3011 : 82
1001 : 77
81 : 5
205 : 11
1105 : 7
4629 : 9
1006 : 18
1108 : 11
3010 : 16
1100 : 3
1102 : 16
1000 : 8
1115 : 7
1104 : 2
3030 : 6
4464 : 1
--------------------2019-08-13 0:18:04----------------
1106 : 2
3018 : 98
3032 : 10
3019 : 106
3024 : 184
3025 : 22
4414 : 2
4430 : 3
4431 : 1
4432 : 1
4433 : 1
4412 : 1
3013 : 296
3017 : 273
3011 : 98
1001 : 41
81 : 2
205 : 12
1105 : 11
4629 : 2
1006 : 10
1108 : 33
1003 : 5
3010 : 13
1100 : 3
1102 : 1
1000 : 3
1115 : 4
1104 : 10
3030 : 21
4464 : 1
--------------------2019-08-13 0:23:04----------------
1051 : 1
3018 : 97
3032 : 12
3019 : 90
3024 : 187
3025 : 23
4430 : 1
3013 : 355
3017 : 289
3014 : 21
1011 : 2
3011 : 89
1001 : 48
81 : 2
1050 : 1
205 : 9
1010 : 1
4633 : 1
1105 : 11
4629 : 2
1006 : 6
1108 : 35
3010 : 25
1000 : 3
1115 : 6
1104 : 4
3030 : 16
--------------------2019-08-13 0:28:04----------------
1101 : 4
1015 : 1
3018 : 75
3019 : 144
3024 : 87
3025 : 34
4430 : 1
3013 : 356
3017 : 239
1011 : 23
3011 : 99
1001 : 62
4017 : 1
1018 : 1
81 : 6
1050 : 1
205 : 11
1010 : 10
4633 : 3
1105 : 8
4629 : 8
1006 : 9
1108 : 22
3010 : 20
1100 : 9
1000 : 6
1115 : 2
3030 : 16
1014 : 7
1009 : 1
--------------------2019-08-13 0:33:04----------------
1101 : 1
1106 : 1
4634 : 4
3018 : 88
3019 : 183
3024 : 77
3025 : 26
3013 : 425
3017 : 262
1011 : 54
3011 : 91
1001 : 85
81 : 6
205 : 13
1010 : 13
4633 : 2
1105 : 5
4629 : 1
1006 : 12
1108 : 11
1003 : 1
3010 : 25
1100 : 10
1102 : 2
1000 : 1
1115 : 7
3030 : 6
--------------------2019-08-13 0:38:04----------------
1101 : 1
4416 : 1
3018 : 69
3019 : 89
3024 : 117
3025 : 24
3013 : 530
3017 : 293
3011 : 99
1001 : 81
81 : 2
205 : 11
1105 : 4
4629 : 9
1006 : 22
1108 : 8
3010 : 10
1100 : 1
1000 : 21
1115 : 7
1104 : 1
3030 : 6
4464 : 1
--------------------2019-08-13 0:43:04----------------
4634 : 4
3018 : 54
3019 : 81
3024 : 79
3025 : 20
4414 : 1
4430 : 2
3013 : 328
3017 : 204
1011 : 16
3011 : 63
1001 : 24
4004 : 1
4017 : 1
1018 : 1
81 : 7
1050 : 1
205 : 9
1010 : 5
4633 : 2
4629 : 2
1006 : 12
1108 : 8
3010 : 2
1000 : 6
1115 : 3
--------------------2019-08-13 0:48:04----------------
1032 : 1
3018 : 57
3019 : 64
3024 : 110
3025 : 20
3013 : 286
3017 : 281
1011 : 19
3011 : 66
1001 : 24
81 : 4
205 : 8
1010 : 18
4633 : 2
1006 : 2
3010 : 8
1100 : 10
1000 : 2
1115 : 3
4464 : 1
--------------------2019-08-13 0:53:04----------------
3018 : 58
3019 : 97
3024 : 85
3025 : 22
3013 : 321
3017 : 298
3011 : 54
1001 : 36
81 : 3
205 : 10
1006 : 3
3010 : 6
1000 : 1
--------------------2019-08-13 0:58:04----------------
3018 : 50
3019 : 78
3024 : 64
3025 : 17
3013 : 348
3017 : 246
3011 : 32
1001 : 21
81 : 2
205 : 7
1006 : 1
3010 : 3
1000 : 2
1115 : 1
--------------------2019-08-13 1:03:04----------------
4634 : 4
3018 : 54
3019 : 65
3024 : 92
3025 : 17
3013 : 192
3017 : 200
1011 : 13
3011 : 39
1001 : 5
81 : 2
205 : 7
1010 : 4
4633 : 1
1000 : 2
--------------------2019-08-13 1:08:04----------------
3018 : 56
3019 : 57
3024 : 108
