--------------------2019-09-24 0:00:47----------------
4421 : 5
4460 : 2
4426 : 5
4461 : 4
4462 : 4
4017 : 1
1018 : 1
81 : 3
205 : 2
3010 : 13
1010 : 20
4633 : 2
1003 : 20
1006 : 214
1046 : 6
1000 : 10
1009 : 1
3017 : 40
3013 : 144
4634 : 2
3011 : 24
3014 : 13
1032 : 8
82 : 1
3202 : 1
1011 : 32
4012 : 2
4418 : 10
--------------------2019-09-24 0:05:47----------------
4419 : 2
4421 : 8
4424 : 2
4425 : 1
4460 : 2
4426 : 5
4461 : 3
4462 : 3
4017 : 3
1018 : 3
81 : 9
205 : 1
3010 : 2
1010 : 16
4633 : 1
1003 : 27
1006 : 22
1031 : 5
1014 : 5
1000 : 1
1009 : 3
3017 : 21
3013 : 76
3011 : 19
3014 : 12
1001 : 1
1011 : 29
4012 : 2
1015 : 3
4013 : 2
4418 : 14
--------------------2019-09-24 0:10:47----------------
4421 : 2
4424 : 1
4425 : 1
4004 : 2
4017 : 4
1018 : 4
81 : 6
205 : 3
3010 : 3
1010 : 34
4633 : 2
1003 : 20
1006 : 7
3030 : 5
1000 : 1
1009 : 2
1048 : 1
3017 : 25
3013 : 110
3011 : 12
3014 : 24
1001 : 1
1060 : 18
1011 : 29
4031 : 1
4039 : 1
4418 : 6
--------------------2019-09-24 0:15:47----------------
4421 : 2
4460 : 4
4426 : 4
4461 : 3
4462 : 9
4004 : 1
4017 : 2
1018 : 2
81 : 5
205 : 3
3010 : 2
1010 : 89
4633 : 3
1003 : 30
1006 : 52
4629 : 1
1031 : 1
1000 : 1
1009 : 2
1048 : 19
3017 : 49
3013 : 269
3011 : 13
3014 : 4
1001 : 1
1032 : 1
82 : 5
3202 : 5
1060 : 9
1011 : 139
4012 : 2
1004 : 1
4039 : 1
4013 : 1
4418 : 10
--------------------2019-09-24 0:20:47----------------
4460 : 6
4461 : 6
4462 : 6
81 : 2
205 : 7
3018 : 6
3010 : 13
1010 : 50
4633 : 4
1003 : 22
1006 : 10
3025 : 4
3019 : 9
3030 : 1
4629 : 8
1046 : 2
3024 : 14
3017 : 153
3013 : 391
3011 : 40
3014 : 186
1001 : 17
1060 : 5
1011 : 57
--------------------2019-09-24 0:25:47----------------
4414 : 1
4004 : 1
4017 : 2
1018 : 2
81 : 2
205 : 6
3010 : 17
1010 : 11
1003 : 22
1006 : 5
3030 : 6
1000 : 14
4430 : 1
1009 : 8
4464 : 1
3017 : 233
3013 : 244
3011 : 50
3014 : 150
1001 : 25
82 : 2
3202 : 1
1011 : 10
4041 : 1
4031 : 2
1025 : 2
--------------------2019-09-24 0:30:47----------------
1026 : 2
4004 : 1
4017 : 3
1018 : 3
81 : 6
205 : 9
3010 : 7
1010 : 7
4633 : 2
1003 : 64
1006 : 24
3030 : 1
4629 : 14
1046 : 10
1000 : 2
1030 : 2
1048 : 1
3017 : 252
3013 : 328
3011 : 62
3014 : 164
1001 : 41
1011 : 29
4031 : 2
1025 : 2
--------------------2019-09-24 0:35:47----------------
81 : 1
205 : 8
3010 : 5
1010 : 6
4633 : 1
1003 : 92
1006 : 12
3030 : 1
1115 : 1
3017 : 333
3013 : 216
3011 : 36
3014 : 199
1001 : 165
1011 : 17
--------------------2019-09-24 0:40:47----------------
81 : 3
205 : 7
3010 : 3
1010 : 20
4633 : 4
1003 : 50
1006 : 11
3030 : 6
4629 : 1
1031 : 2
1000 : 7
4464 : 2
3017 : 241
3013 : 353
3011 : 46
3014 : 76
1001 : 44
1032 : 2
82 : 1
3202 : 1
1011 : 33
1004 : 2
--------------------2019/9/24 0:45:48----------------
4004 : 1
81 : 3
205 : 6
3010 : 4
1010 : 33
4633 : 3
1003 : 60
1006 : 23
1115 : 1
1031 : 1
1000 : 2
3017 : 220
3013 : 274
4634 : 7
3011 : 22
3014 : 156
1001 : 15
1032 : 1
82 : 1
3202 : 1
1011 : 73
1004 : 3
4418 : 1
--------------------2019/9/24 0:50:48----------------
81 : 2
205 : 5
3018 : 41
3010 : 6
1010 : 3
4633 : 2
1003 : 1
1006 : 14
3025 : 17
3019 : 52
3024 : 71
1000 : 2
1048 : 3
3017 : 176
3013 : 220
3011 : 47
3014 : 4
1001 : 47
1011 : 9
--------------------2019/9/24 0:55:48----------------
205 : 11
3018 : 62
3010 : 2
1010 : 16
4633 : 3
1003 : 42
1006 : 21
3025 : 17
3030 : 1
3024 : 179
3017 : 188
3013 : 385
3011 : 46
3014 : 182
1001 : 13
1011 : 28
--------------------2019/9/24 1:00:48----------------
4017 : 1
1018 : 1
81 : 1
205 : 11
3018 : 20
3010 : 3
1010 : 12
4633 : 2
1003 : 107
1006 : 29
3025 : 7
1115 : 1
3024 : 32
1009 : 1
4464 : 3
3017 : 312
3013 : 138
3011 : 41
3014 : 449
1001 : 21
1011 : 10
1004 : 1
--------------------2019/9/24 1:05:48----------------
1026 : 1
4004 : 1
4017 : 2
1018 : 2
81 : 6
205 : 7
3018 : 17
1010 : 7
4633 : 2
1003 : 53
1006 : 23
3025 : 7
3024 : 17
1000 : 8
1009 : 1
1030 : 2
3017 : 233
3013 : 126
3011 : 49
3014 : 293
1001 : 3
1011 : 8
1025 : 2
--------------------2019/9/24 1:10:48----------------
81 : 2
205 : 12
3018 : 52
1003 : 90
1006 : 40
3025 : 12
3024 : 63
1000 : 1
3017 : 364
3013 : 110
3011 : 45
3014 : 476
1001 : 2
--------------------2019/9/24 1:15:48----------------
205 : 11
3018 : 46
1003 : 122
1006 : 34
3025 : 16
1115 : 1
3024 : 38
3017 : 338
3013 : 158
3011 : 50
3014 : 484
1001 : 5
--------------------2019/9/24 1:20:48----------------
205 : 11
3018 : 41
1003 : 129
1006 : 30
3025 : 15
3024 : 69
3017 : 363
3013 : 130
3011 : 47
3014 : 449
1001 : 5
--------------------2019/9/24 1:25:48----------------
205 : 10
3018 : 47
1003 : 100
1006 : 15
3025 : 17
3024 : 63
3017 : 297
3013 : 119
3011 : 25
3014 : 505
1001 : 13
1011 : 6
--------------------2019/9/24 1:30:48----------------
81 : 1
205 : 12
3018 : 54
1003 : 121
1006 : 4
3025 : 21
3024 : 81
4464 : 2
3017 : 304
3013 : 275
3011 : 53
3014 : 393
1001 : 5
--------------------2019/9/24 1:35:48----------------
205 : 10
3018 : 49
3010 : 1
1003 : 92
1006 : 3
3025 : 16
3024 : 39
4464 : 2
3017 : 278
3013 : 150
3011 : 44
3014 : 414
1001 : 9
--------------------2019/9/24 1:40:48----------------
81 : 1
205 : 9
3018 : 51
1003 : 83
1006 : 10
3025 : 21
3030 : 2
4629 : 5
3024 : 60
1000 : 1
3017 : 281
3013 : 281
3011 : 29
3014 : 292
1001 : 3
1011 : 3
--------------------2019/9/24 1:45:48----------------
205 : 10
3018 : 53
3010 : 3
1003 : 74
1006 : 4
3025 : 20
