--------------------2019-09-26 0:01:22----------------
4017 : 2
1018 : 2
81 : 3
205 : 19
3018 : 131
3010 : 10
1010 : 10
4633 : 2
1003 : 65
1006 : 28
3025 : 18
3030 : 3
4629 : 10
1046 : 2
3024 : 80
1009 : 1
3017 : 443
3013 : 555
3011 : 65
3014 : 704
1001 : 4
1011 : 24
4031 : 1
--------------------2019-09-26 0:06:22----------------
81 : 3
205 : 19
3018 : 135
3010 : 2
1010 : 2
4633 : 1
1003 : 58
1006 : 22
3025 : 17
1031 : 1
3024 : 40
1000 : 6
3017 : 403
3013 : 545
3011 : 54
3014 : 695
1001 : 3
1011 : 13
--------------------2019-09-26 0:11:22----------------
205 : 17
3018 : 130
3010 : 1
1003 : 40
1006 : 2
3025 : 19
3024 : 51
4464 : 3
3017 : 425
3013 : 364
3011 : 47
3014 : 779
1001 : 8
--------------------2019-09-26 0:16:22----------------
205 : 19
3018 : 134
3010 : 3
1003 : 64
1006 : 4
3025 : 21
3024 : 32
3017 : 384
3013 : 378
3011 : 47
3014 : 810
1001 : 17
--------------------2019-09-26 0:21:22----------------
205 : 14
3018 : 134
3010 : 9
1003 : 146
1006 : 6
3025 : 23
3024 : 76
1000 : 1
4464 : 2
3017 : 415
3013 : 217
3011 : 40
3014 : 727
1001 : 30
1011 : 3
--------------------2019-09-26 0:26:22----------------
205 : 16
3018 : 134
3010 : 20
4633 : 1
1003 : 24
1006 : 40
3025 : 19
3024 : 80
4464 : 2
3017 : 500
3013 : 131
3011 : 30
3014 : 666
1001 : 6
1011 : 3
--------------------2019-09-26 0:31:22----------------
4017 : 1
1018 : 1
81 : 1
205 : 18
3018 : 136
3010 : 7
1010 : 6
4633 : 4
1003 : 6
1006 : 44
3025 : 19
3030 : 22
4629 : 3
3024 : 63
1000 : 1
1009 : 1
3017 : 398
3013 : 319
3011 : 47
3014 : 671
1001 : 8
1011 : 21
--------------------2019-09-26 0:36:22----------------
205 : 15
3018 : 129
3010 : 2
1003 : 22
1006 : 7
3025 : 17
3024 : 71
3017 : 489
3013 : 178
3011 : 31
3014 : 608
1001 : 5
--------------------2019-09-26 0:41:22----------------
205 : 15
3018 : 132
3010 : 4
1003 : 28
1006 : 31
3025 : 19
3024 : 73
4464 : 3
3017 : 473
3013 : 275
3011 : 40
3014 : 598
1001 : 23
--------------------2019-09-26 0:46:22----------------
205 : 17
3018 : 134
3010 : 3
1003 : 17
1006 : 25
3025 : 18
1115 : 1
3024 : 41
1000 : 9
3017 : 433
3013 : 294
3011 : 46
3014 : 663
1001 : 38
--------------------2019-09-26 0:51:22----------------
205 : 13
3018 : 136
3010 : 1
1003 : 26
1006 : 26
3025 : 16
3030 : 2
1115 : 2
3024 : 98
1000 : 7
4464 : 1
3017 : 491
3013 : 166
3011 : 38
3014 : 544
1001 : 39
--------------------2019-09-26 0:56:22----------------
205 : 15
3018 : 137
3010 : 6
1003 : 22
1006 : 9
3025 : 17
3024 : 70
1000 : 2
4464 : 2
3017 : 456
3013 : 215
3011 : 33
3014 : 338
1001 : 8
--------------------2019-09-26 1:01:22----------------
4017 : 1
1018 : 1
81 : 1
205 : 11
3018 : 138
3010 : 3
4633 : 1
1003 : 26
1006 : 15
3025 : 22
3024 : 83
1000 : 4
3017 : 442
3013 : 211
3011 : 40
3014 : 338
1001 : 39
4031 : 1
--------------------2019-09-26 1:06:22----------------
205 : 11
3018 : 122
3010 : 4
1010 : 12
4633 : 1
1003 : 14
1006 : 46
3025 : 21
3030 : 2
4629 : 1
3024 : 73
3017 : 388
3013 : 181
3011 : 21
3014 : 310
1001 : 1
1011 : 22
--------------------2019-09-26 1:11:23----------------
205 : 12
3018 : 112
3010 : 2
1003 : 14
1006 : 105
3025 : 18
3030 : 28
3024 : 108
1000 : 1
4464 : 2
3017 : 477
3013 : 131
3011 : 35
3014 : 235
1001 : 50
1011 : 4
--------------------2019-09-26 1:16:23----------------
205 : 12
3018 : 116
3010 : 3
1010 : 3
4633 : 2
1003 : 12
1006 : 82
3025 : 22
1014 : 18
3024 : 90
1000 : 3
1048 : 1
3017 : 399
3013 : 257
3011 : 26
3014 : 274
1001 : 14
1011 : 3
--------------------2019-09-26 1:21:23----------------
205 : 10
3018 : 89
3010 : 10
1003 : 23
1006 : 64
3025 : 19
3030 : 39
3024 : 77
1000 : 1
4464 : 1
3017 : 471
3013 : 179
3011 : 18
3014 : 194
1001 : 27
--------------------2019-09-26 1:26:23----------------
