--------------------2019-09-25 0:01:04----------------
81 : 3
205 : 6
3018 : 72
3010 : 5
4633 : 3
1003 : 1
1006 : 20
3030 : 6
1000 : 5
3017 : 153
3013 : 102
3011 : 30
3014 : 386
1001 : 13
1011 : 7
--------------------2019-09-25 0:06:04----------------
81 : 2
205 : 9
3018 : 70
3010 : 6
1010 : 2
4633 : 1
1003 : 1
1006 : 24
1115 : 2
1000 : 9
3017 : 161
3013 : 303
3011 : 40
3014 : 214
1001 : 36
1011 : 11
--------------------2019-09-25 0:11:04----------------
81 : 3
205 : 7
3018 : 72
3010 : 4
1010 : 4
4633 : 2
1003 : 1
1006 : 42
3030 : 9
4629 : 10
1014 : 21
1000 : 3
4464 : 3
3017 : 90
3013 : 252
3011 : 47
3014 : 215
1001 : 10
1060 : 1
1011 : 11
--------------------2019-09-25 0:16:04----------------
81 : 2
205 : 6
3018 : 75
3010 : 19
1006 : 49
4464 : 1
3017 : 102
3013 : 211
3011 : 48
3014 : 225
1001 : 15
1011 : 6
--------------------2019-09-25 0:21:04----------------
3015 : 1
4004 : 1
4017 : 1
1018 : 1
81 : 2
205 : 5
3018 : 73
3010 : 1
1010 : 2
4633 : 1
1006 : 40
3030 : 46
4464 : 1
3017 : 74
3013 : 64
3011 : 25
3014 : 219
1001 : 33
1011 : 4
4041 : 1
--------------------2019-09-25 0:26:05----------------
205 : 4
3018 : 68
1006 : 30
3017 : 79
3013 : 36
3011 : 31
3014 : 203
--------------------2019-09-25 0:31:05----------------
81 : 1
205 : 6
3018 : 73
3010 : 4
1010 : 6
4633 : 1
1003 : 2
1006 : 43
4629 : 2
3017 : 86
3013 : 47
3011 : 26
3014 : 250
1001 : 6
1011 : 17
--------------------2019-09-25 0:36:05----------------
81 : 1
205 : 7
3018 : 69
1006 : 11
3017 : 92
3013 : 122
3011 : 49
3014 : 415
1001 : 5
1011 : 9
--------------------2019-09-25 0:41:05----------------
205 : 4
3018 : 75
1003 : 1
1006 : 4
4464 : 3
3017 : 62
3013 : 6
3011 : 19
3014 : 373
--------------------2019-09-25 0:46:05----------------
4017 : 1
1018 : 1
81 : 1
205 : 10
3018 : 76
3010 : 1
1010 : 9
4633 : 1
1006 : 10
3025 : 3
1115 : 1
1046 : 4
3024 : 11
1009 : 1
4464 : 1
1048 : 2
3017 : 96
3013 : 109
3011 : 48
3014 : 468
1001 : 17
1060 : 1
1011 : 12
4031 : 1
1110 : 1
--------------------2019-09-25 0:51:05----------------
4004 : 1
4017 : 1
1018 : 1
81 : 1
205 : 12
3018 : 130
1010 : 4
1006 : 7
3025 : 19
1115 : 1
1046 : 1
3024 : 63
4464 : 2
3017 : 182
3013 : 134
3011 : 59
3014 : 620
1001 : 95
1011 : 7
--------------------2019-09-25 0:56:05----------------
81 : 1
205 : 14
3018 : 127
1003 : 42
1006 : 7
3025 : 20
1115 : 2
3024 : 56
3017 : 221
3013 : 217
3011 : 52
3014 : 740
1001 : 7
--------------------2019-09-25 1:01:05----------------
205 : 10
3018 : 136
1003 : 48
1006 : 8
3025 : 19
3024 : 59
3017 : 209
3013 : 178
3011 : 55
3014 : 500
1001 : 5
--------------------2019-09-25 1:06:05----------------
205 : 12
3018 : 129
1003 : 44
1006 : 4
3025 : 19
1115 : 1
3024 : 61
3017 : 181
3013 : 212
3011 : 46
3014 : 454
1001 : 3
--------------------2019-09-25 1:11:05----------------
205 : 10
3018 : 127
1003 : 46
1006 : 6
3025 : 21
3024 : 46
4464 : 1
3017 : 193
3013 : 198
3011 : 43
3014 : 489
1001 : 3
--------------------2019-09-25 1:16:05----------------
205 : 12
3018 : 136
1003 : 55
1006 : 6
3025 : 17
1115 : 1
3024 : 62
4464 : 2
3017 : 187
3013 : 188
3011 : 40
3014 : 464
1001 : 5
--------------------2019-09-25 1:21:05----------------
205 : 10
3018 : 129
1003 : 32
1006 : 5
3025 : 19
3024 : 55
4464 : 2
3017 : 183
3013 : 139
3011 : 54
3014 : 500
1001 : 5
--------------------2019-09-25 1:26:05----------------
