--------------------2019-08-28 0:04:19----------------
4004 : 4
4017 : 8
1018 : 3
81 : 3
1050 : 2
205 : 7
1010 : 17
4633 : 7
4629 : 2
1006 : 7
3010 : 3
1100 : 2
3030 : 14
1031 : 4
3025 : 5
3024 : 86
3018 : 31
4031 : 4
4041 : 2
3013 : 230
3011 : 15
1011 : 35
3017 : 114
--------------------2019-08-28 0:09:19----------------
205 : 4
1010 : 11
4633 : 3
1003 : 3
3030 : 4
3025 : 15
3019 : 95
3024 : 47
3018 : 53
3013 : 123
3011 : 14
1011 : 12
3017 : 135
--------------------2019/8/28 0:14:19----------------
1016 : 1
4004 : 1
4017 : 6
1018 : 6
81 : 6
1050 : 3
205 : 5
1010 : 28
4633 : 5
1006 : 5
3010 : 4
1104 : 1
3030 : 1
1009 : 5
3025 : 19
3019 : 176
3024 : 3
3018 : 63
4013 : 1
4012 : 2
545 : 1
3013 : 126
3011 : 25
1011 : 18
1001 : 1
3017 : 60
--------------------2019/8/28 0:19:19----------------
1016 : 2
4017 : 2
1018 : 2
81 : 2
205 : 6
1010 : 31
1006 : 26
3010 : 2
1000 : 3
1009 : 2
3025 : 6
3019 : 31
3024 : 9
3018 : 14
4013 : 2
4012 : 2
3013 : 476
3011 : 41
1011 : 66
3017 : 27
--------------------2019/8/28 0:24:19----------------
4017 : 3
1018 : 3
81 : 4
1050 : 3
205 : 5
1010 : 15
4633 : 3
1006 : 7
1108 : 5
3010 : 2
1000 : 5
3030 : 3
1031 : 4
1009 : 2
3025 : 10
3019 : 69
3024 : 18
3018 : 31
4031 : 1
4013 : 1
3002 : 2
3013 : 228
3011 : 41
1011 : 24
1001 : 12
3017 : 101
--------------------2019/8/28 0:29:19----------------
205 : 5
1010 : 3
4629 : 1
1006 : 23
1108 : 3
1100 : 3
1000 : 3
1104 : 16
3030 : 3
4634 : 11
3025 : 10
3019 : 82
3018 : 24
3002 : 7
3013 : 162
3011 : 66
1011 : 36
3014 : 2
1001 : 50
3017 : 140
--------------------2019/8/28 0:34:19----------------
4017 : 2
1018 : 2
81 : 2
1050 : 1
205 : 5
1010 : 2
4633 : 1
1006 : 29
1108 : 4
1003 : 1
3010 : 1
1100 : 2
1102 : 1
1115 : 1
1104 : 13
3030 : 6
3025 : 12
3019 : 93
3018 : 30
4031 : 2
3002 : 6
3013 : 158
3011 : 32
1011 : 2
1001 : 36
3017 : 181
--------------------2019/8/28 0:39:19----------------
81 : 1
1050 : 1
205 : 5
1010 : 24
4633 : 5
1006 : 18
1108 : 1
3010 : 8
1100 : 1
1000 : 17
3030 : 3
1031 : 6
1046 : 1
1032 : 15
3025 : 2
3019 : 10
3018 : 3
3002 : 1
3013 : 274
3011 : 47
1011 : 47
1001 : 49
3017 : 121
1012 : 1
1013 : 1
--------------------2019/8/28 0:44:19----------------
4004 : 1
4017 : 1
1018 : 1
81 : 1
1050 : 1
205 : 5
1010 : 13
4633 : 3
4629 : 4
1006 : 51
1108 : 2
1003 : 1
3010 : 5
1100 : 14
1102 : 7
1000 : 3
1115 : 1
1104 : 15
3030 : 27
1031 : 3
1046 : 5
1014 : 10
1007 : 42
1032 : 1
1101 : 1
4634 : 7
1015 : 1
1106 : 1
3025 : 8
3019 : 57
3018 : 15
3002 : 6
3013 : 268
3011 : 58
1011 : 13
1001 : 22
3017 : 118
--------------------2019/8/28 0:49:19----------------
4017 : 1
1018 : 1
81 : 1
1050 : 1
205 : 5
1010 : 13
4633 : 1
4629 : 2
1006 : 42
1108 : 5
3010 : 11
1100 : 3
1104 : 5
3030 : 12
1014 : 15
1009 : 1
3025 : 19
3019 : 125
3018 : 49
3002 : 11
3013 : 251
3011 : 37
1011 : 20
3014 : 1
1001 : 26
3017 : 117
--------------------2019/8/28 0:54:19----------------
205 : 6
4633 : 1
1006 : 38
1108 : 4
1003 : 1
3010 : 13
1100 : 3
1104 : 17
3030 : 20
3025 : 19
3019 : 141
3018 : 49
3002 : 9
3013 : 141
3011 : 64
1001 : 73
3017 : 156
--------------------2019/8/28 0:59:19----------------
4017 : 1
1018 : 1
81 : 1
1050 : 1
205 : 3
1010 : 12
4633 : 1
4629 : 4
1006 : 13
1003 : 1
3010 : 3
1000 : 1
3030 : 9
1031 : 1
1009 : 1
4634 : 9
3013 : 149
3011 : 27
1011 : 18
1001 : 31
3017 : 107
4418 : 1
--------------------2019/8/28 1:04:19----------------
4004 : 1
4017 : 1
1018 : 1
81 : 1
1050 : 1
205 : 4
1010 : 8
4633 : 4
4629 : 7
1006 : 24
1108 : 2
3010 : 8
1100 : 2
1000 : 4
1104 : 40
3030 : 3
1046 : 6
1048 : 1
4464 : 1
1110 : 1
3025 : 1
3019 : 104
3002 : 1
3013 : 205
3011 : 45
1011 : 12
1001 : 13
3017 : 117
--------------------2019/8/28 1:09:19----------------
4017 : 1
1018 : 1
81 : 3
1050 : 1
205 : 7
1010 : 14
4633 : 4
1105 : 2
1006 : 21
1108 : 5
1003 : 1
3010 : 1
1100 : 4
1102 : 1
1000 : 5
1104 : 28
3030 : 8
1060 : 5
3025 : 11
3019 : 296
3024 : 28
3018 : 20
4031 : 1
3002 : 1
3013 : 163
3011 : 28
1011 : 22
1001 : 23
3017 : 207
--------------------2019/8/28 1:14:20----------------
1024 : 4
1023 : 4
81 : 2
205 : 5
1010 : 5
4633 : 2
1003 : 5
3010 : 4
1100 : 3
1000 : 9
1104 : 9
1101 : 1
3025 : 9
3019 : 22
3024 : 26
3018 : 18
1004 : 4
3013 : 186
3011 : 32
1011 : 9
1001 : 32
3017 : 189
--------------------2019/8/28 1:19:20----------------
81 : 3
205 : 5
1010 : 30
4633 : 4
4629 : 2
1006 : 6
3010 : 13
1100 : 6
1102 : 2
1000 : 5
1104 : 14
1106 : 1
3025 : 15
3019 : 34
3024 : 44
3018 : 28
3013 : 196
3011 : 49
1011 : 20
3014 : 2
1001 : 47
3017 : 132
--------------------2019/8/28 1:24:20----------------
81 : 1
205 : 4
1010 : 14
4633 : 4
1006 : 1
1003 : 2
3010 : 6
1100 : 2
1000 : 1
1104 : 1
3025 : 3
3019 : 13
3024 : 10
3018 : 9
3013 : 152
3011 : 13
