--------------------2019-08-30 0:01:24----------------
4004 : 1
4017 : 3
1018 : 3
81 : 6
205 : 24
1010 : 26
4633 : 6
1006 : 43
1003 : 36
3010 : 31
1000 : 11
3030 : 6
1046 : 3
1009 : 1
1032 : 9
82 : 4
3202 : 4
3025 : 21
3019 : 278
3024 : 87
3018 : 125
4031 : 1
4039 : 1
3013 : 747
3011 : 164
1011 : 53
3014 : 408
1001 : 36
3017 : 543
1012 : 2
1013 : 2
--------------------2019-08-30 0:06:24----------------
4004 : 5
4017 : 5
1018 : 4
81 : 6
205 : 5
1010 : 19
4633 : 4
1006 : 7
1003 : 25
3010 : 3
3030 : 5
1031 : 7
1046 : 1
1048 : 5
1009 : 3
1032 : 1
3025 : 1
3019 : 10
3018 : 4
3013 : 308
3011 : 45
1011 : 21
3014 : 123
1001 : 4
3017 : 97
--------------------2019-08-30 0:11:24----------------
4004 : 7
4017 : 8
1018 : 6
81 : 6
205 : 7
1010 : 33
4633 : 7
4629 : 1
1006 : 13
1003 : 48
3010 : 4
1000 : 3
1115 : 1
3030 : 5
1031 : 1
1046 : 5
1007 : 39
1048 : 7
1009 : 3
82 : 1
3202 : 1
4039 : 7
3013 : 296
3011 : 40
1011 : 56
3014 : 110
1001 : 9
3017 : 125
4418 : 3
--------------------2019-08-30 0:16:24----------------
1030 : 1
4004 : 10
4017 : 9
1018 : 9
81 : 12
205 : 13
1010 : 38
4633 : 8
4629 : 8
1006 : 13
1003 : 90
3010 : 8
1000 : 12
3030 : 11
1046 : 1
1048 : 4
4520 : 1
3013 : 739
3011 : 52
1011 : 44
3014 : 247
1001 : 11
3017 : 362
1025 : 1
4418 : 1
1026 : 2
--------------------2019/8/30 0:21:24----------------
1030 : 7
81 : 7
205 : 16
1010 : 25
4633 : 4
4629 : 10
1006 : 17
1003 : 115
3010 : 29
1000 : 21
1115 : 2
3030 : 8
1031 : 1
1046 : 6
1014 : 10
1007 : 41
1048 : 7
4464 : 1
1060 : 1
4416 : 1
3013 : 785
3011 : 129
1011 : 28
3014 : 281
1001 : 38
3017 : 437
1025 : 4
1028 : 1
1026 : 7
--------------------2019/8/30 0:26:24----------------
1030 : 4
4004 : 3
4017 : 6
1018 : 5
81 : 8
205 : 17
1010 : 16
4633 : 5
4629 : 12
1006 : 58
1003 : 77
3010 : 50
1000 : 8
1115 : 1
3030 : 21
1031 : 6
1046 : 2
1009 : 3
82 : 5
3202 : 5
4039 : 3
3013 : 773
3011 : 115
1011 : 29
3014 : 282
1001 : 69
3017 : 434
1025 : 2
1026 : 4
--------------------2019/8/30 0:31:24----------------
