--------------------2019-07-28 0:03:37----------------
4004 : 2
4017 : 2
1018 : 2
81 : 2
3013 : 167
205 : 3
1010 : 1
3010 : 6
3011 : 63
3030 : 11
1000 : 1
3017 : 13
1011 : 1
1050 : 1
4633 : 1
1007 : 137
1115 : 76
--------------------2019-07-28 0:08:38----------------
4004 : 1
4017 : 2
1018 : 2
81 : 2
3013 : 159
205 : 3
1006 : 28
1010 : 17
3011 : 127
1003 : 3
1009 : 2
3030 : 20
1000 : 28
1001 : 35
3017 : 14
1046 : 4
1048 : 3
1011 : 5
1050 : 2
4633 : 2
1100 : 1
82 : 3
3202 : 3
1051 : 1
1007 : 90
1115 : 54
1105 : 8
1108 : 1
4418 : 1
--------------------2019-07-28 0:13:38----------------
3013 : 289
205 : 5
3014 : 75
1006 : 41
1010 : 20
3011 : 29
1003 : 3
3030 : 11
1000 : 1
1001 : 5
3017 : 60
1046 : 3
1048 : 2
1011 : 13
4633 : 1
1100 : 3
1104 : 1
82 : 1
3202 : 1
1102 : 2
1007 : 11
4464 : 1
1115 : 5
1105 : 1
1031 : 15
4634 : 4
--------------------2019-07-28 0:18:38----------------
81 : 1
3013 : 139
205 : 3
1006 : 2
1010 : 9
3010 : 2
3011 : 35
3030 : 1
1001 : 4
3017 : 123
1011 : 14
4633 : 1
1104 : 1
1007 : 306
1115 : 162
--------------------2019-07-28 0:23:38----------------
4004 : 1
4017 : 1
1018 : 1
81 : 1
3013 : 151
205 : 2
1006 : 25
1010 : 33
3010 : 4
3011 : 44
3017 : 78
1046 : 2
1048 : 18
1011 : 103
1050 : 1
4633 : 3
1007 : 151
4629 : 2
1115 : 73
1105 : 4
--------------------2019-07-28 0:28:38----------------
3013 : 54
205 : 2
1006 : 7
1010 : 23
3010 : 8
3011 : 76
1003 : 1
3030 : 1
1000 : 2
1001 : 1
3017 : 34
1011 : 64
4633 : 1
1100 : 1
1102 : 1
1115 : 1
--------------------2019/7/28 0:33:38----------------
4004 : 1
4017 : 1
1018 : 1
81 : 1
3013 : 103
205 : 1
1006 : 8
1010 : 23
3011 : 25
3030 : 2
3017 : 47
1011 : 51
4633 : 1
1100 : 5
1104 : 1
4629 : 4
1115 : 5
1002 : 1
1014 : 20
1015 : 2
4610 : 1
--------------------2019/7/28 0:38:38----------------
4017 : 2
1018 : 2
81 : 2
3013 : 122
205 : 3
1006 : 5
1010 : 22
3010 : 6
3011 : 79
1009 : 2
3030 : 1
1001 : 8
3017 : 35
1011 : 33
1110 : 1
1050 : 3
4633 : 5
1100 : 17
1051 : 1
1007 : 172
4629 : 2
4464 : 1
1115 : 86
1105 : 1
1031 : 2
1014 : 4
1015 : 1
1032 : 9
--------------------2019/7/28 0:43:38----------------
3013 : 51
205 : 1
1006 : 5
