--------------------2019-08-29 0:01:07----------------
4004 : 1
4017 : 2
1018 : 2
81 : 3
205 : 27
1010 : 45
4633 : 6
1006 : 36
1003 : 34
3010 : 2
1000 : 10
4464 : 8
1060 : 4
3018 : 59
4031 : 1
3013 : 808
3011 : 78
1011 : 107
3014 : 1136
3017 : 353
1012 : 1
1013 : 1
--------------------2019-08-29 0:06:07----------------
4004 : 2
4017 : 6
1018 : 6
81 : 6
1010 : 15
4633 : 6
1003 : 1
3010 : 1
1000 : 2
1009 : 5
4464 : 2
4041 : 1
4013 : 1
4012 : 1
3013 : 82
3011 : 4
1011 : 20
3014 : 5
3017 : 54
4418 : 2
--------------------2019-08-29 0:11:07----------------
4004 : 1
4017 : 4
1018 : 4
81 : 4
205 : 4
1010 : 44
1006 : 5
1046 : 4
1009 : 3
4012 : 1
3013 : 253
3011 : 12
1011 : 35
3017 : 86
1025 : 1
4418 : 1
1026 : 1
--------------------2019-08-29 0:16:07----------------
1030 : 2
4004 : 1
4017 : 2
1018 : 2
81 : 3
205 : 3
1010 : 23
4633 : 2
1006 : 26
1003 : 6
3010 : 2
1000 : 8
1046 : 3
1048 : 1
1009 : 1
4031 : 1
3013 : 180
3011 : 34
1011 : 35
3017 : 94
4418 : 1
--------------------2019-08-29 0:21:07----------------
81 : 4
205 : 2
1010 : 20
4633 : 1
1006 : 33
1003 : 5
3010 : 4
1000 : 19
1046 : 16
1048 : 1
4464 : 2
1002 : 3
3013 : 139
3011 : 7
1011 : 8
1001 : 14
3017 : 34
1012 : 3
1013 : 3
--------------------2019-08-29 0:26:07----------------
4004 : 1
4017 : 1
1018 : 1
81 : 6
205 : 4
1010 : 25
4633 : 2
1006 : 24
1003 : 3
3010 : 1
1000 : 14
4634 : 24
3013 : 140
3011 : 23
1011 : 26
3014 : 130
1001 : 19
3017 : 95
1012 : 1
1013 : 1
--------------------2019-08-29 0:31:07----------------
1030 : 2
4004 : 1
4017 : 1
1018 : 1
81 : 5
205 : 5
1010 : 9
4633 : 1
1006 : 11
1000 : 9
4464 : 6
3013 : 182
3011 : 63
1011 : 90
3014 : 183
1001 : 22
3017 : 97
1025 : 1
1026 : 1
--------------------2019-08-29 0:36:07----------------
205 : 5
1010 : 8
4633 : 1
1006 : 19
1003 : 5
3010 : 1
1000 : 10
4464 : 2
4634 : 32
3013 : 143
3011 : 39
1011 : 42
3014 : 189
1001 : 22
3017 : 98
--------------------2019-08-29 0:41:07----------------
81 : 3
205 : 5
1010 : 6
1006 : 2
1003 : 1
3010 : 9
1031 : 40
1014 : 10
1015 : 24
3013 : 217
3011 : 41
1011 : 5
3014 : 190
1001 : 19
3017 : 117
--------------------2019-08-29 0:46:08----------------
81 : 1
205 : 6
1010 : 13
1006 : 2
1003 : 1
3010 : 1
1000 : 3
1014 : 10
4464 : 1
1015 : 7
3013 : 130
3011 : 47
1011 : 45
3014 : 197
1001 : 29
3017 : 129
--------------------2019-08-29 0:51:08----------------
205 : 4
1010 : 10
1006 : 2
3010 : 7
1014 : 9
4464 : 2
1015 : 1
3013 : 191
3011 : 35
1011 : 41
3014 : 166
1001 : 23
3017 : 126
--------------------2019-08-29 0:56:08----------------
81 : 1
205 : 7
1010 : 2
4633 : 2
1003 : 1
3010 : 5
1000 : 5
1014 : 1
4464 : 1
1015 : 3
3013 : 220
3011 : 34
1011 : 4
3014 : 167
1001 : 17
3017 : 143
--------------------2019-08-29 1:01:08----------------
205 : 6
1010 : 11
4633 : 1
1003 : 1
3010 : 2
4464 : 6
3013 : 133
3011 : 29
1011 : 10
3014 : 203
1001 : 19
3017 : 161
--------------------2019-08-29 1:06:08----------------
205 : 5
1010 : 13
1006 : 23
1003 : 1
3010 : 5
1000 : 4
1031 : 10
4464 : 2
3013 : 126
3011 : 25
1011 : 38
3014 : 204
1001 : 13
3017 : 200
--------------------2019-08-29 1:11:08----------------
205 : 5
1010 : 6
4633 : 1
1006 : 37
1003 : 2
1031 : 32
3013 : 127
3011 : 31
1011 : 7
3014 : 191
1001 : 23
3017 : 274
--------------------2019-08-29 1:16:08----------------
81 : 2
205 : 7
1010 : 13
1006 : 14
1003 : 1
1000 : 1
1031 : 12
4464 : 1
1032 : 1
1015 : 1
1002 : 1
3013 : 264
3011 : 31
1011 : 47
3014 : 124
1001 : 13
3017 : 252
--------------------2019-08-29 1:21:08----------------
81 : 5
205 : 6
1010 : 18
4633 : 4
1006 : 31
1003 : 4
3010 : 1
1000 : 8
1115 : 1
1031 : 38
1014 : 2
4464 : 2
1032 : 5
1015 : 2
3018 : 11
3013 : 326
3011 : 45
1011 : 24
3014 : 150
1001 : 19
3017 : 247
4418 : 2
4419 : 1
4421 : 1
4424 : 1
--------------------2019-08-29 1:26:08----------------
81 : 7
205 : 10
1010 : 8
4633 : 2
1006 : 21
1003 : 1
1031 : 42
4464 : 1
1032 : 26
4634 : 12
3018 : 10
3013 : 243
3011 : 26
1011 : 14
3014 : 165
1001 : 15
3017 : 253
--------------------2019-08-29 1:31:08----------------
81 : 1
205 : 5
1010 : 12
1006 : 1
3010 : 13
4464 : 6
3013 : 225
3011 : 32
1011 : 41
3014 : 149
1001 : 25
3017 : 263
--------------------2019-08-29 1:36:08----------------
81 : 6
