--------------------2019-09-03 0:02:30----------------
4004 : 2
4017 : 2
1018 : 2
81 : 13
205 : 34
1010 : 27
4633 : 14
4629 : 62
1006 : 57
1003 : 92
3010 : 13
1115 : 12
3030 : 13
1031 : 1
1046 : 4
1048 : 1
4464 : 3
1032 : 3
4634 : 6
82 : 3
3202 : 3
3025 : 22
3019 : 283
3024 : 63
3018 : 79
4012 : 1
545 : 1
3002 : 12
3013 : 1072
3011 : 97
1011 : 54
3014 : 1102
1001 : 30
3017 : 630
4539 : 1
4631 : 1
4525 : 1
--------------------2019/9/3 0:07:31----------------
81 : 3
205 : 25
1010 : 33
4633 : 9
4629 : 18
1006 : 68
1003 : 61
3010 : 4
1000 : 8
1115 : 3
3030 : 2
1031 : 13
1046 : 7
1048 : 7
4464 : 1
1032 : 2
3025 : 35
3019 : 248
3024 : 196
3018 : 172
1004 : 1
4416 : 1
3002 : 14
3013 : 732
3011 : 98
1011 : 102
3014 : 728
1001 : 24
3017 : 568
4539 : 1
4631 : 1
4525 : 1
--------------------2019/9/3 0:12:31----------------
4017 : 2
1018 : 2
81 : 5
205 : 32
1010 : 29
4633 : 3
4629 : 48
1006 : 37
1003 : 49
3010 : 15
1000 : 11
3030 : 3
1031 : 9
1046 : 8
1048 : 6
1009 : 2
3025 : 47
3019 : 272
3024 : 165
3018 : 172
3002 : 17
3013 : 919
3011 : 161
1011 : 37
3014 : 632
1001 : 43
3017 : 590
4610 : 1
--------------------2019/9/3 0:17:31----------------
81 : 13
205 : 24
1010 : 61
4633 : 1
4629 : 4
1006 : 40
1003 : 67
3010 : 23
1000 : 19
1115 : 4
1031 : 26
4464 : 1
3025 : 48
3019 : 365
3024 : 186
3018 : 222
3002 : 19
3013 : 648
3011 : 112
1011 : 89
3014 : 536
1001 : 16
3017 : 517
--------------------2019/9/3 0:22:31----------------
4430 : 1
4433 : 1
81 : 3
205 : 34
1010 : 21
4633 : 1
1006 : 34
1003 : 145
3010 : 25
1000 : 3
1115 : 3
4464 : 1
82 : 1
3202 : 1
3025 : 52
3019 : 242
3024 : 230
3018 : 211
3002 : 20
3013 : 851
3011 : 156
1011 : 17
3014 : 869
1001 : 38
3017 : 678
4460 : 2
4468 : 1
--------------------2019/9/3 0:27:31----------------
4422 : 2
81 : 2
205 : 27
1010 : 18
4633 : 3
4629 : 1
1006 : 25
1003 : 61
3010 : 4
1115 : 3
1046 : 1
4464 : 1
82 : 1
3202 : 1
3025 : 60
3019 : 296
3024 : 203
3018 : 228
3002 : 24
3013 : 722
3011 : 147
1011 : 39
3014 : 630
1001 : 29
3017 : 556
1025 : 1
4418 : 3
4419 : 1
4421 : 17
4424 : 1
--------------------2019/9/3 0:32:31----------------
4430 : 1
81 : 5
205 : 32
1010 : 10
