--------------------2019-09-23 0:00:30----------------
1026 : 1
81 : 1
205 : 5
3010 : 2
1010 : 10
4633 : 1
1003 : 42
1006 : 18
1031 : 3
1009 : 1
1030 : 2
3017 : 247
3013 : 123
4634 : 5
3011 : 10
3014 : 182
1001 : 1
82 : 5
3202 : 5
1011 : 11
1025 : 1
--------------------2019-09-23 0:05:30----------------
4017 : 1
1018 : 1
81 : 1
205 : 4
1010 : 2
1003 : 19
1006 : 5
1000 : 1
1009 : 1
3017 : 191
3013 : 127
4634 : 2
3011 : 10
3014 : 100
1001 : 56
1011 : 3
--------------------2019/9/23 0:10:30----------------
205 : 3
1010 : 4
1006 : 8
4464 : 1
3017 : 161
3013 : 30
3011 : 11
3014 : 37
1011 : 4
--------------------2019/9/23 0:15:30----------------
205 : 4
1006 : 20
1000 : 2
4464 : 1
3017 : 237
3013 : 43
3011 : 8
3014 : 200
1001 : 1
--------------------2019/9/23 0:20:30----------------
205 : 6
1010 : 4
4633 : 1
1006 : 19
3017 : 235
3013 : 35
3011 : 10
3014 : 216
1001 : 3
1011 : 4
--------------------2019/9/23 0:25:30----------------
205 : 3
1010 : 20
4633 : 1
1006 : 16
3017 : 175
3013 : 117
3011 : 30
3014 : 54
1011 : 7
--------------------2019/9/23 0:30:31----------------
81 : 1
205 : 5
3010 : 4
1010 : 20
4633 : 2
1003 : 14
1006 : 18
1014 : 15
3017 : 187
3013 : 140
3011 : 2
3014 : 34
1011 : 20
4031 : 2
1015 : 3
--------------------2019/9/23 0:35:31----------------
4004 : 1
81 : 1
205 : 4
1003 : 44
1006 : 27
4464 : 1
3017 : 237
3013 : 35
3011 : 9
3014 : 208
--------------------2019/9/23 0:40:31----------------
4017 : 1
1018 : 1
81 : 1
205 : 5
1010 : 1
1003 : 46
1006 : 22
4464 : 1
3017 : 239
3013 : 39
3011 : 8
3014 : 198
1001 : 1
1011 : 1
4012 : 1
--------------------2019/9/23 0:45:31----------------
3015 : 1
4017 : 2
1018 : 2
81 : 3
205 : 6
1010 : 8
4633 : 1
1003 : 53
1006 : 31
1000 : 2
1009 : 1
3017 : 231
3013 : 229
3011 : 15
3014 : 171
1001 : 1
1011 : 9
4031 : 1
--------------------2019/9/23 0:50:31----------------
4017 : 1
1018 : 1
81 : 2
205 : 5
3010 : 9
1010 : 2
1003 : 49
1006 : 19
1000 : 2
3017 : 228
3013 : 187
4634 : 9
3011 : 15
3014 : 175
1001 : 2
1011 : 5
4031 : 1
545 : 1
--------------------2019/9/23 0:55:31----------------
205 : 6
3010 : 5
1010 : 4
1003 : 36
1006 : 28
4629 : 1
1014 : 5
1000 : 1
3017 : 196
3013 : 204
3011 : 43
3014 : 114
1001 : 3
1011 : 4
1015 : 1
--------------------2019/9/23 1:00:31----------------
205 : 5
1003 : 41
1006 : 19
3017 : 236
3013 : 74
3011 : 16
3014 : 190
1001 : 2
--------------------2019/9/23 1:05:31----------------
4004 : 1
4017 : 1
1018 : 1
81 : 1
205 : 8
3010 : 1
1010 : 7
4633 : 1
1003 : 41
1006 : 33
4464 : 1
3017 : 232
3013 : 189
3011 : 21
3014 : 277
1001 : 2
1011 : 2
4012 : 1
--------------------2019/9/23 1:10:31----------------
81 : 2
205 : 7
3018 : 22
3010 : 1
1010 : 18
4633 : 3
1003 : 44
1006 : 19
1046 : 6
4464 : 1
3017 : 191
3013 : 262
3011 : 42
3014 : 326
1001 : 5
1060 : 5
1011 : 13
--------------------2019/9/23 1:15:31----------------
4004 : 1
4017 : 1
1018 : 1
81 : 1
205 : 6
1010 : 25
1003 : 46
1006 : 6
1009 : 2
3017 : 108
3013 : 87
3011 : 25
3014 : 208
1001 : 2
1011 : 10
4012 : 1
--------------------2019/9/23 1:20:31----------------
205 : 3
1003 : 22
1006 : 14
3017 : 125
3013 : 5
3014 : 167
--------------------2019/9/23 1:25:31----------------
205 : 3
1003 : 40
1006 : 8
3017 : 109
3013 : 34
3011 : 13
3014 : 161
1001 : 1
--------------------2019/9/23 1:30:31----------------
205 : 3
1003 : 58
1006 : 10
3017 : 113
3013 : 41
3011 : 16
3014 : 164
1001 : 2
--------------------2019/9/23 1:35:31----------------
205 : 4
1003 : 44
1006 : 7
4464 : 1
3017 : 105
3013 : 57
3011 : 13
3014 : 193
1001 : 2
--------------------2019/9/23 1:40:31----------------
205 : 4
1003 : 43
1006 : 8
3017 : 108
3013 : 35
3011 : 14
3014 : 193
1001 : 3
--------------------2019/9/23 1:45:31----------------
205 : 3
1003 : 67
1006 : 3
3017 : 86
3013 : 32
3011 : 9
3014 : 213
--------------------2019/9/23 1:50:31----------------
1006 : 12
3014 : 51
--------------------2019/9/23 1:55:31----------------
--------------------2019/9/23 2:00:31----------------
--------------------2019/9/23 2:05:31----------------
--------------------2019/9/23 2:10:32----------------
--------------------2019/9/23 2:15:32----------------
--------------------2019/9/23 2:20:32----------------
--------------------2019/9/23 2:25:32----------------
--------------------2019/9/23 2:30:32----------------
--------------------2019/9/23 2:35:32----------------
--------------------2019/9/23 2:40:32----------------
--------------------2019/9/23 2:45:32----------------
--------------------2019/9/23 2:50:32----------------
--------------------2019/9/23 2:55:32----------------
--------------------2019/9/23 3:00:32----------------
--------------------2019/9/23 3:05:32----------------
--------------------2019/9/23 3:10:32----------------
--------------------2019/9/23 3:15:32----------------
4004 : 1
4017 : 1
1018 : 1
81 : 1
3018 : 18
1010 : 1
3019 : 60
4629 : 1
3013 : 7
3011 : 3
1001 : 5
4041 : 4
4031 : 5
--------------------2019/9/23 3:20:32----------------
205 : 1
3018 : 13
3019 : 36
--------------------2019/9/23 3:25:32----------------
4004 : 1
4017 : 1
1018 : 1
81 : 1
3011 : 4
1001 : 8
--------------------2019/9/23 3:30:33----------------
4004 : 1
4017 : 1
1018 : 1
81 : 2
205 : 1
3018 : 1
3010 : 1
1010 : 9
4633 : 1
1006 : 20
3019 : 5
1031 : 1
3017 : 6
3013 : 54
4634 : 3
3011 : 33
82 : 1
3202 : 1
1060 : 1
1011 : 23
--------------------2019/9/23 3:35:33----------------
205 : 3
3018 : 22
3010 : 1
1010 : 3
1006 : 3
3019 : 64
1031 : 4
1014 : 29
1046 : 6
3024 : 14
1048 : 2
3017 : 52
3013 : 74
3011 : 17
1001 : 2
1011 : 10
--------------------2019/9/23 3:40:33----------------
4004 : 2
4017 : 3
1018 : 3
81 : 3
205 : 2
3018 : 20
3010 : 3
1010 : 2
4633 : 2
3019 : 48
4629 : 2
3024 : 25
3017 : 24
3013 : 107
3011 : 28
1001 : 13
1011 : 3
4031 : 1
--------------------2019/9/23 3:45:33----------------
4017 : 1
1018 : 1
81 : 1
205 : 5
3018 : 49
3010 : 2
1010 : 9
3019 : 106
3024 : 71
3017 : 67
3013 : 90
3011 : 36
1001 : 4
1011 : 13
4041 : 1
4031 : 2
4418 : 1
--------------------2019/9/23 3:50:33----------------
4419 : 1
4421 : 1
4424 : 1
4460 : 2
4426 : 1
4461 : 2
4462 : 1
4017 : 1
1018 : 1
81 : 1
205 : 4
3018 : 56
1010 : 7
4633 : 1
1006 : 10
3019 : 130
3024 : 59
1009 : 1
3017 : 54
3013 : 95
3011 : 30
1001 : 9
1011 : 18
4012 : 1
4418 : 1
--------------------2019/9/23 3:55:33----------------
1016 : 1
4017 : 1
1018 : 1
81 : 4
205 : 2
3018 : 26
1010 : 6
4633 : 1
1003 : 4
1006 : 6
3019 : 65
3024 : 16
1000 : 2
1009 : 1
3017 : 17
3013 : 92
3011 : 11
1001 : 1
1011 : 26
--------------------2019/9/23 4:00:33----------------
1016 : 1
4004 : 1
4017 : 2
1018 : 2
81 : 5
205 : 2
3018 : 7
3010 : 2
1010 : 8
4633 : 4
1006 : 14
3019 : 14
4629 : 4
3024 : 24
1000 : 14
1009 : 1
3017 : 18
3013 : 65
3011 : 40
1001 : 11
1011 : 25
4031 : 1
4039 : 1
--------------------2019/9/23 4:05:33----------------
81 : 3
205 : 4
3018 : 44
3010 : 2
1010 : 9
4633 : 1
1006 : 9
3019 : 109
3024 : 54
1000 : 2
1048 : 6
3017 : 106
3013 : 113
3011 : 46
1001 : 3
1011 : 47
--------------------2019/9/23 4:10:33----------------
81 : 1
205 : 5
3018 : 51
3010 : 10
1003 : 1
1006 : 11
3019 : 117
4629 : 1
3024 : 46
1000 : 2
3017 : 57
3013 : 152
3011 : 39
1001 : 10
--------------------2019/9/23 4:15:33----------------
205 : 7
3018 : 52
3010 : 3
3019 : 139
3024 : 32
1000 : 1
3017 : 121
3013 : 273
3011 : 38
1001 : 10
--------------------2019/9/23 4:20:33----------------
81 : 1
205 : 4
3018 : 47
1006 : 13
3019 : 93
4629 : 1
3024 : 66
3017 : 55
3013 : 143
3011 : 37
1001 : 12
