--------------------2019-09-02 0:02:14----------------
81 : 8
205 : 25
1010 : 25
4633 : 5
4629 : 1
1006 : 88
1003 : 83
3010 : 27
1000 : 21
1115 : 3
3030 : 2
4464 : 1
3025 : 42
3019 : 298
3024 : 78
3018 : 132
3002 : 9
3013 : 588
3011 : 148
1011 : 34
3014 : 360
1001 : 63
3017 : 616
--------------------2019-09-02 0:07:14----------------
81 : 6
205 : 21
1010 : 21
4633 : 15
4629 : 2
1006 : 78
1003 : 88
3010 : 3
1000 : 5
1115 : 5
3030 : 18
1031 : 1
1048 : 1
4464 : 1
4634 : 5
3025 : 29
3019 : 271
3024 : 37
3018 : 109
3002 : 6
3013 : 625
3011 : 89
1011 : 57
3014 : 449
1001 : 28
3017 : 579
--------------------2019-09-02 0:12:14----------------
81 : 9
205 : 17
1010 : 67
4633 : 23
4629 : 1
1006 : 55
1003 : 95
3010 : 15
1000 : 2
1115 : 4
3030 : 15
1031 : 2
1014 : 18
1048 : 9
4464 : 1
1060 : 1
1032 : 2
3025 : 19
3019 : 220
3018 : 79
3002 : 8
3013 : 569
3011 : 80
1011 : 112
3014 : 361
1001 : 26
3017 : 356
1025 : 2
--------------------2019-09-02 0:17:14----------------
4004 : 1
4017 : 2
1018 : 2
81 : 11
205 : 14
1010 : 31
4633 : 18
4629 : 2
1006 : 73
1003 : 113
3010 : 7
1000 : 20
1115 : 47
1031 : 13
4464 : 3
1032 : 23
82 : 1
3202 : 1
3025 : 7
3019 : 92
3018 : 21
4031 : 1
3002 : 8
3013 : 509
3011 : 127
1011 : 62
3014 : 332
1001 : 33
3017 : 387
1025 : 8
4418 : 1
1026 : 5
--------------------2019-09-02 0:22:14----------------
1030 : 2
81 : 14
205 : 20
1010 : 51
4633 : 14
4629 : 16
1006 : 110
1003 : 57
3010 : 17
1000 : 3
1115 : 6
3030 : 2
1031 : 21
1046 : 7
1014 : 8
1048 : 2
4464 : 1
1032 : 5
1015 : 1
82 : 2
3202 : 2
3025 : 4
3019 : 205
3018 : 20
3002 : 1
3013 : 1080
3011 : 92
1011 : 108
3014 : 244
1001 : 17
3017 : 353
1025 : 5
4418 : 6
1012 : 1
1013 : 1
1026 : 1
--------------------2019-09-02 0:27:14----------------
4430 : 1
81 : 9
205 : 28
1010 : 22
4633 : 5
4629 : 12
1006 : 91
1003 : 128
3010 : 28
1000 : 11
1115 : 2
3030 : 2
1031 : 2
1046 : 4
1007 : 14
1048 : 1
4464 : 1
1032 : 1
3025 : 14
3019 : 492
3018 : 76
3013 : 1002
3011 : 172
1011 : 50
3014 : 418
1001 : 43
3017 : 506
--------------------2019-09-02 0:32:14----------------
1030 : 3
4004 : 1
4017 : 2
1018 : 2
81 : 9
205 : 21
1010 : 25
4633 : 6
4629 : 12
1006 : 49
1003 : 77
3010 : 38
1000 : 7
1115 : 4
3030 : 6
1031 : 1
1009 : 3
4464 : 1
82 : 2
3202 : 2
3025 : 21
3019 : 483
3018 : 61
3013 : 914
3011 : 139
1011 : 61
3014 : 309
1001 : 72
3017 : 321
1025 : 5
1026 : 4
--------------------2019-09-02 0:37:15----------------
4430 : 1
4004 : 2
4017 : 3
1018 : 3
81 : 12
205 : 21
1010 : 24
4633 : 4
4629 : 5
1006 : 102
1003 : 112
3010 : 39
1000 : 19
1115 : 2
3030 : 144
1031 : 3
1048 : 1
1009 : 1
82 : 2
3202 : 1
3025 : 34
3019 : 303
3018 : 111
1004 : 1
4012 : 2
3002 : 8
3013 : 584
3011 : 358
1011 : 97
3014 : 402
1001 : 41
3017 : 362
1025 : 1
4418 : 1
3016 : 7
3015 : 6
4414 : 1
--------------------2019-09-02 0:42:15----------------
1030 : 4
4017 : 1
1018 : 1
81 : 12
205 : 25
1010 : 32
4633 : 5
4629 : 7
1006 : 95
1003 : 81
3010 : 14
1000 : 1
1115 : 4
3030 : 8
1031 : 2
1046 : 3
1048 : 1
1009 : 1
4464 : 1
1060 : 5
1032 : 3
4634 : 6
82 : 3
3202 : 3
3025 : 16
3019 : 541
3024 : 2
3018 : 77
1004 : 2
3013 : 724
3011 : 112
1011 : 112
3014 : 528
1001 : 24
3017 : 325
1025 : 1
3016 : 3
3015 : 3
1026 : 3
--------------------2019-09-02 0:47:15----------------
81 : 5
205 : 25
1010 : 40
4633 : 9
4629 : 2
1006 : 63
1003 : 114
3010 : 9
1000 : 7
1115 : 4
3030 : 6
1031 : 2
1046 : 3
1014 : 40
1048 : 3
4464 : 3
1060 : 6
4634 : 32
82 : 2
3202 : 2
3025 : 23
3019 : 432
3018 : 70
3002 : 1
3013 : 507
3011 : 104
1011 : 140
3014 : 843
1001 : 53
3017 : 432
--------------------2019-09-02 0:52:15----------------
81 : 7
205 : 20
1010 : 26
4633 : 9
1006 : 56
1003 : 113
3010 : 7
1000 : 7
1115 : 5
3030 : 2
1031 : 5
1046 : 1
1007 : 3
1048 : 1
1009 : 1
4464 : 1
1032 : 1
4634 : 13
82 : 1
3202 : 1
3025 : 20
3019 : 264
3018 : 93
1004 : 2
4520 : 1
4562 : 1
4500 : 1
3002 : 4
3013 : 572
3011 : 123
1011 : 35
3014 : 854
1001 : 39
3017 : 432
4531 : 2
4522 : 1
--------------------2019-09-02 0:57:15----------------
4004 : 2
4017 : 7
1018 : 7
81 : 17
205 : 24
1010 : 31
4633 : 10
4629 : 8
1006 : 145
1003 : 73
3010 : 12
1000 : 11
1115 : 2
3030 : 6
1046 : 2
1014 : 1
1048 : 2
1009 : 6
4464 : 1
82 : 7
3202 : 7
3025 : 17
3019 : 401
3024 : 1
3018 : 81
4039 : 1
545 : 2
3002 : 3
3013 : 822
3011 : 184
1011 : 49
3014 : 339
1001 : 32
3017 : 361
3016 : 1
1012 : 3
1013 : 3
4610 : 1
--------------------2019-09-02 1:02:15----------------
1024 : 1
1023 : 1
81 : 10
205 : 21
1010 : 19
4633 : 4
4629 : 8
1006 : 150
1003 : 91
3010 : 7
1000 : 2
1115 : 3
3030 : 3
1031 : 7
1048 : 3
4464 : 2
1060 : 1
1032 : 1
1015 : 1
82 : 2
3202 : 2
3025 : 22
3019 : 604
3018 : 71
3002 : 1
3013 : 716
3011 : 91
1011 : 48
3014 : 262
1001 : 43
3017 : 424
4418 : 2
1012 : 9
1013 : 9
4539 : 1
4631 : 1
4525 : 1
4610 : 1
4534 : 1
--------------------2019-09-02 1:07:15----------------
4004 : 1
4017 : 1
1018 : 1
81 : 11
205 : 24
1010 : 19
4633 : 4
4629 : 11
1006 : 102
1003 : 87
3010 : 13
3030 : 14
1031 : 9
1014 : 1
1048 : 7
1060 : 1
3025 : 20
3019 : 709
3024 : 5
3018 : 131
4416 : 1
4520 : 1
3002 : 6
3013 : 485
3011 : 139
1011 : 18
3014 : 466
1001 : 147
3017 : 469
1025 : 1
1012 : 1
1013 : 1
4610 : 1
4415 : 1
4531 : 1
4522 : 1
--------------------2019-09-02 1:12:15----------------
4430 : 1
4017 : 2
1018 : 2
81 : 11
205 : 24
1010 : 19
4633 : 3
4629 : 1
1006 : 194
1003 : 93
3010 : 15
1000 : 24
1115 : 2
3030 : 1
1009 : 3
4464 : 1
3025 : 30
3019 : 655
3024 : 64
3018 : 156
3002 : 8
3013 : 460
3011 : 124
1011 : 15
3014 : 409
1001 : 117
3017 : 372
4414 : 1
--------------------2019-09-02 1:17:15----------------
4430 : 1
4004 : 1
81 : 7
205 : 23
1010 : 10
4633 : 5
1006 : 162
1003 : 85
3010 : 7
1000 : 1
3030 : 7
4464 : 1
82 : 1
3025 : 22
3019 : 725
3024 : 102
3018 : 90
3002 : 2
3013 : 501
3011 : 116
1011 : 26
3014 : 345
1001 : 14
3017 : 315
4414 : 1
--------------------2019-09-02 1:22:15----------------
4430 : 1
4004 : 3
4017 : 5
1018 : 5
81 : 6
205 : 21
1010 : 10
4633 : 2
4629 : 4
1006 : 59
1003 : 73
3010 : 10
1000 : 10
1115 : 2
3030 : 7
1009 : 1
82 : 2
3202 : 1
3025 : 2
3019 : 520
3018 : 4
4012 : 1
4416 : 1
3002 : 1
3013 : 1048
3011 : 153
1011 : 19
3014 : 273
1001 : 43
3017 : 279
1025 : 5
4418 : 2
1019 : 1
1020 : 2
4414 : 2
--------------------2019-09-02 1:27:15----------------
81 : 1
205 : 27
1010 : 9
4633 : 6
4629 : 4
1006 : 81
1003 : 124
3010 : 10
1000 : 17
1115 : 1
3030 : 4
1031 : 3
4464 : 1
3025 : 6
3019 : 667
3018 : 15
3002 : 4
3013 : 944
3011 : 100
1011 : 15
3014 : 579
1001 : 20
3017 : 356
--------------------2019-09-02 1:32:15----------------
81 : 3
205 : 22
1010 : 27
4633 : 7
4629 : 4
1006 : 18
1003 : 118
3010 : 13
1000 : 10
1115 : 1
3030 : 2
1031 : 1
1014 : 15
4464 : 2
1060 : 1
1032 : 1
82 : 3
3202 : 3
3025 : 1
3019 : 344
3018 : 1
1004 : 1
1002 : 1
3002 : 2
3013 : 752
3011 : 110
1011 : 34
3014 : 677
1001 : 59
3017 : 482
4418 : 5
4419 : 1
4421 : 2
4424 : 1
4426 : 1
4539 : 1
4631 : 1
4525 : 1
4534 : 1
4537 : 1
--------------------2019-09-02 1:37:15----------------
4017 : 1
1018 : 1
81 : 3
205 : 24
1010 : 20
4633 : 3
4629 : 10
1006 : 29
1003 : 142
3010 : 17
1115 : 4
3030 : 11
1046 : 3
1007 : 24
1048 : 9
1009 : 1
3025 : 6
3019 : 277
3018 : 14
4012 : 1
3002 : 4
3013 : 885
3011 : 134
1011 : 41
3014 : 540
1001 : 21
3017 : 497
1016 : 1
--------------------2019-09-02 1:42:15----------------
81 : 3
205 : 25
1010 : 10
4633 : 3
4629 : 11
1006 : 30
1003 : 173
3010 : 6
1000 : 4
1115 : 3
1046 : 7
1007 : 12
1048 : 1
1060 : 5
3025 : 2
3019 : 339
3018 : 1
3002 : 1
3013 : 710
3011 : 83
1011 : 15
3014 : 627
1001 : 22
3017 : 627
--------------------2019-09-02 1:47:16----------------
81 : 4
205 : 20
1010 : 32
4633 : 5
4629 : 5
1006 : 112
1003 : 134
3010 : 11
1000 : 6
1115 : 3
1031 : 1
1014 : 3
4464 : 2
1060 : 1
1032 : 4
4634 : 9
3025 : 9
3019 : 169
3018 : 23
1002 : 2
3002 : 4
3013 : 918
3011 : 104
1011 : 49
3014 : 580
1001 : 40
3017 : 506
--------------------2019-09-02 1:52:16----------------
1024 : 1
1023 : 1
4017 : 1
1018 : 1
81 : 7
205 : 23
1010 : 24
4633 : 5
4629 : 1
1006 : 25
1003 : 137
3010 : 19
1000 : 15
1115 : 2
1031 : 3
1009 : 1
4464 : 2
3025 : 11
3019 : 350
3018 : 24
1004 : 1
4520 : 1
3002 : 5
3013 : 737
3011 : 151
1011 : 42
3014 : 464
1001 : 63
3017 : 496
--------------------2019-09-02 1:57:16----------------
205 : 23
1010 : 4
4633 : 2
4629 : 2
1006 : 4
1003 : 126
3010 : 9
1000 : 1
1115 : 3
4464 : 1
3025 : 12
3019 : 386
3018 : 32
3002 : 7
3013 : 705
3011 : 103
1011 : 9
3014 : 536
1001 : 52
3017 : 532
--------------------2019-09-02 2:02:16----------------
81 : 2
205 : 23
1010 : 15
4633 : 3
4629 : 1
1006 : 28
1003 : 168
3010 : 30
1000 : 18
1115 : 8
3030 : 2
1014 : 5
4464 : 2
1032 : 3
1015 : 1
3025 : 15
3019 : 172
3018 : 40
3002 : 8
3013 : 882
3011 : 135
1011 : 14
3014 : 603
1001 : 120
3017 : 461
4418 : 4
1012 : 2
1013 : 1
--------------------2019-09-02 2:07:16----------------
81 : 8
205 : 21
1010 : 11
4633 : 3
1006 : 79
1003 : 140
3010 : 15
1000 : 9
1115 : 5
1031 : 2
82 : 1
3202 : 1
3025 : 19
3019 : 157
3018 : 58
1004 : 1
3002 : 9
3013 : 659
3011 : 89
1011 : 28
3014 : 573
1001 : 165
3017 : 412
4418 : 4
4419 : 1
4421 : 1
4424 : 1
4460 : 3
4468 : 1
--------------------2019-09-02 2:12:16----------------
81 : 2
205 : 17
1010 : 7
4633 : 1
4629 : 4
1006 : 6
1003 : 150
3010 : 14
1000 : 3
1115 : 2
3030 : 1
4634 : 14
3013 : 696
3011 : 101
1011 : 10
3014 : 561
1001 : 49
3017 : 417
--------------------2019-09-02 2:17:16----------------
4430 : 1
4004 : 1
4017 : 2
1018 : 2
81 : 7
205 : 19
1010 : 7
4633 : 1
4629 : 20
1006 : 22
1003 : 137
3010 : 13
1000 : 23
1115 : 2
3030 : 11
1031 : 2
4464 : 2
1032 : 2
4031 : 1
3013 : 853
3011 : 115
1011 : 9
3014 : 503
1001 : 193
3017 : 325
--------------------2019-09-02 2:22:16----------------
4430 : 2
4431 : 1
4432 : 1
1024 : 1
1023 : 1
4017 : 1
1018 : 1
81 : 2
205 : 22
1010 : 7
4633 : 2
4629 : 19
1006 : 18
1003 : 137
3010 : 18
1000 : 1
1115 : 2
3030 : 5
1031 : 1
1046 : 1
1009 : 1
4464 : 1
82 : 1
1004 : 1
3013 : 908
3011 : 134
1011 : 7
3014 : 693
1001 : 16
3017 : 405
4418 : 1
4414 : 1
--------------------2019-09-02 2:27:16----------------
4430 : 1
4004 : 1
4017 : 2
1018 : 2
81 : 7
205 : 21
1010 : 10
4633 : 3
4629 : 25
1006 : 15
1003 : 143
3010 : 15
1000 : 8
1115 : 2
3030 : 1
3025 : 21
3019 : 89
3024 : 63
3018 : 53
4031 : 1
3002 : 12
3013 : 1032
3011 : 171
1011 : 17
3014 : 536
1001 : 58
3017 : 392
--------------------2019-09-02 2:32:16----------------
4430 : 2
1030 : 2
81 : 3
205 : 24
1010 : 16
4633 : 1
4629 : 27
1006 : 21
1003 : 107
3010 : 22
1115 : 1
3030 : 2
1009 : 1
4464 : 2
3025 : 17
3019 : 157
3024 : 84
3018 : 77
3002 : 9
3013 : 786
3011 : 105
1011 : 29
3014 : 602
1001 : 7
3017 : 383
1025 : 1
1026 : 3
--------------------2019-09-02 2:37:16----------------
4004 : 1
4017 : 2
1018 : 2
81 : 4
205 : 27
1010 : 13
4629 : 2
1006 : 3
1003 : 151
3010 : 11
1000 : 2
1115 : 3
3030 : 3
1009 : 1
1060 : 1
3025 : 18
3019 : 134
3024 : 137
3018 : 121
3002 : 12
3013 : 758
3011 : 126
1011 : 24
3014 : 912
1001 : 19
3017 : 516
--------------------2019-09-02 2:42:16----------------
4017 : 1
1018 : 1
81 : 3
205 : 27
1010 : 7
4633 : 3
4629 : 4
1006 : 9
1003 : 88
3010 : 14
1000 : 1
1115 : 2
1009 : 2
82 : 1
3202 : 1
3025 : 18
3019 : 123
3024 : 136
3018 : 116
4031 : 1
3002 : 11
3013 : 917
3011 : 137
1011 : 6
3014 : 748
1001 : 12
3017 : 434
4418 : 7
--------------------2019-09-02 2:47:16----------------
205 : 23
1010 : 1
4629 : 4
1006 : 3
1003 : 106
3010 : 33
1115 : 2
3030 : 4
4464 : 3
3025 : 23
3019 : 131
3024 : 106
3018 : 124
3002 : 11
3013 : 725
3011 : 114
1011 : 1
3014 : 684
1001 : 6
3017 : 432
--------------------2019-09-02 2:52:16----------------
205 : 24
1010 : 4
4633 : 3
4629 : 5
1006 : 8
1003 : 87
3010 : 40
1115 : 3
3025 : 18
3019 : 137
3024 : 115
3018 : 125
3002 : 10
3013 : 594
3011 : 99
1011 : 10
3014 : 818
1001 : 16
3017 : 473
--------------------2019-09-02 2:57:16----------------
205 : 24
4629 : 1
1006 : 6
1003 : 139
3010 : 8
1115 : 2
4464 : 1
3025 : 23
3019 : 124
3024 : 133
3018 : 125
3002 : 12
3013 : 460
3011 : 110
3014 : 998
1001 : 13
3017 : 604
--------------------2019-09-02 3:02:16----------------
205 : 29
1003 : 93
1115 : 2
4464 : 2
3025 : 17
3019 : 136
3024 : 133
3018 : 123
3002 : 12
3013 : 733
3011 : 135
3014 : 977
1001 : 4
3017 : 433
--------------------2019-09-02 3:07:16----------------
205 : 26
1006 : 1
1003 : 130
1115 : 2
4464 : 1
3025 : 22
3019 : 101
3024 : 145
3018 : 121
3002 : 11
3013 : 477
3011 : 141
3014 : 1166
1001 : 9
3017 : 486
--------------------2019-09-02 3:12:16----------------
205 : 24
1003 : 144
1115 : 2
3025 : 11
3019 : 77
3024 : 126
3018 : 96
3002 : 10
3013 : 693
3011 : 100
3014 : 946
1001 : 4
3017 : 437
--------------------2019-09-02 3:17:16----------------
205 : 26
1003 : 132
1115 : 1
4464 : 3
3025 : 14
3019 : 119
3024 : 114
3018 : 109
3002 : 11
3013 : 608
3011 : 108
3014 : 1105
1001 : 6
3017 : 482
--------------------2019-09-02 3:22:16----------------
205 : 30
1003 : 93
3025 : 21
3019 : 129
3024 : 156
3018 : 129
3002 : 11
3013 : 725
3011 : 92
3014 : 1085
1001 : 1
3017 : 433
--------------------2019-09-02 3:27:17----------------
205 : 24
1003 : 92
4464 : 1
3025 : 16
3019 : 122
3024 : 155
3018 : 124
3002 : 8
3013 : 402
3011 : 102
3014 : 1187
1001 : 9
3017 : 496
--------------------2019-09-02 3:32:17----------------
205 : 27
1006 : 1
1003 : 120
1115 : 2
1046 : 3
1048 : 1
4464 : 2
3025 : 33
3019 : 145
3024 : 129
3018 : 113
3002 : 12
3013 : 561
3011 : 138
3014 : 1156
1001 : 13
3017 : 475
--------------------2019-09-02 3:37:17----------------
205 : 28
1003 : 76
1115 : 1
4464 : 1
3025 : 40
3019 : 203
3024 : 78
3018 : 101
3002 : 11
3013 : 603
3011 : 120
3014 : 1121
1001 : 12
3017 : 460
--------------------2019-09-02 3:42:17----------------
205 : 28
1003 : 80
1115 : 1
3025 : 41
3019 : 159
3024 : 115
3018 : 98
3002 : 11
3013 : 772
3011 : 139
3014 : 1049
1001 : 6
3017 : 454
--------------------2019-09-02 3:47:17----------------
205 : 27
1003 : 47
1115 : 2
4464 : 3
3025 : 36
3019 : 190
3024 : 186
3018 : 131
3002 : 12
3013 : 701
3011 : 140
3014 : 1005
1001 : 7
3017 : 461
--------------------2019-09-02 3:52:17----------------
205 : 28
1006 : 95
1003 : 30
1115 : 2
3025 : 38
3019 : 230
3024 : 125
3018 : 124
3002 : 9
3013 : 536
3011 : 122
3014 : 988
1001 : 4
3017 : 487
--------------------2019-09-02 3:57:17----------------
205 : 25
1006 : 158
1003 : 44
4464 : 1
3025 : 36
3019 : 187
3024 : 182
3018 : 126
3002 : 14
3013 : 354
3011 : 81
3014 : 1064
3017 : 522
--------------------2019-09-02 4:02:17----------------
205 : 26
1003 : 36
1115 : 2
4464 : 2
3025 : 35
3019 : 223
3024 : 99
3018 : 112
3002 : 10
3013 : 457
3011 : 133
3014 : 1205
1001 : 6
3017 : 500
--------------------2019-09-02 4:07:17----------------
81 : 1
205 : 28
1006 : 1
1003 : 30
1115 : 3
1046 : 4
1048 : 1
4464 : 1
1060 : 1
3025 : 38
3019 : 192
3024 : 133
3018 : 114
3002 : 10
3013 : 462
3011 : 144
3014 : 1137
1001 : 13
3017 : 472
--------------------2019-09-02 4:12:17----------------
205 : 27
1003 : 34
3025 : 35
3019 : 229
3024 : 108
3018 : 116
3002 : 10
3013 : 598
3011 : 114
3014 : 1076
1001 : 2
3017 : 458
--------------------2019-09-02 4:17:17----------------
205 : 24
1006 : 82
1003 : 30
1115 : 3
4464 : 3
3025 : 39
3019 : 222
3024 : 108
3018 : 118
3002 : 10
3013 : 484
3011 : 119
3014 : 1036
1001 : 5
3017 : 464
--------------------2019-09-02 4:22:17----------------
205 : 29
1006 : 29
1003 : 29
1115 : 2
3025 : 37
3019 : 161
3024 : 117
3018 : 102
3002 : 9
3013 : 565
3011 : 98
3014 : 1192
1001 : 3
3017 : 466
--------------------2019-09-02 4:27:17----------------
205 : 28
1003 : 27
4464 : 1
3025 : 35
3019 : 232
3024 : 75
3018 : 110
3002 : 13
3013 : 631
3011 : 105
3014 : 1136
1001 : 36
3017 : 448
--------------------2019-09-02 4:32:17----------------
205 : 27
1003 : 40
1115 : 2
4464 : 2
3025 : 41
3019 : 221
3024 : 111
3018 : 117
3002 : 12
3013 : 423
3011 : 127
3014 : 1192
1001 : 58
3017 : 513
--------------------2019-09-02 4:37:17----------------
205 : 26
1006 : 1
1003 : 27
4464 : 1
3025 : 35
3019 : 211
3024 : 139
3018 : 121
3002 : 10
3013 : 491
3011 : 131
3014 : 1152
1001 : 1
3017 : 502
--------------------2019-09-02 4:42:17----------------
205 : 29
1003 : 22
1115 : 2
3025 : 33
3019 : 197
3024 : 168
3018 : 127
3002 : 11
3013 : 439
3011 : 108
3014 : 1182
1001 : 4
3017 : 508
--------------------2019-09-02 4:47:17----------------
205 : 27
1003 : 42
1115 : 1
4464 : 3
3025 : 39
3019 : 212
3024 : 108
3018 : 115
3002 : 12
3013 : 771
3011 : 123
3014 : 1006
1001 : 3
3017 : 484
--------------------2019-09-02 4:52:18----------------
205 : 25
4633 : 1
1006 : 74
1003 : 45
1115 : 2
3025 : 30
3019 : 149
3024 : 140
3018 : 97
3002 : 11
3013 : 482
3011 : 93
3014 : 867
1001 : 5
3017 : 526
--------------------2019-09-02 4:57:18----------------
205 : 24
1003 : 31
4464 : 1
3025 : 40
3019 : 230
3024 : 145
3018 : 132
3002 : 10
3013 : 339
3011 : 91
3014 : 863
1001 : 1
3017 : 459
--------------------2019-09-02 5:02:18----------------
205 : 21
1003 : 24
1115 : 1
4464 : 2
3025 : 36
3019 : 239
3024 : 126
3018 : 125
3002 : 11
3013 : 296
3011 : 73
3014 : 851
1001 : 5
3017 : 460
--------------------2019-09-02 5:07:18----------------
81 : 1
205 : 22
1006 : 1
1003 : 32
1115 : 2
4464 : 1
3025 : 43
3019 : 218
3024 : 104
3018 : 114
3002 : 13
3013 : 454
3011 : 89
3014 : 835
1001 : 9
3017 : 403
--------------------2019-09-02 5:12:18----------------
205 : 24
1003 : 38
1115 : 2
3025 : 31
3019 : 133
3024 : 162
3018 : 102
3002 : 11
3013 : 561
3011 : 114
3014 : 948
1001 : 6
3017 : 355
--------------------2019-09-02 5:17:18----------------
205 : 22
1003 : 27
4464 : 3
3025 : 42
3019 : 184
3024 : 198
3018 : 130
3002 : 11
3013 : 300
3011 : 91
3014 : 1006
1001 : 2
3017 : 384
--------------------2019-09-02 5:22:18----------------
205 : 24
1003 : 20
3025 : 45
3019 : 202
3024 : 142
3018 : 123
3002 : 11
3013 : 450
3011 : 77
3014 : 968
1001 : 2
3017 : 371
--------------------2019-09-02 5:27:18----------------
205 : 24
1003 : 18
4464 : 1
3025 : 40
3019 : 218
3024 : 135
3018 : 123
3002 : 10
3013 : 440
3011 : 95
3014 : 925
1001 : 5
3017 : 348
--------------------2019-09-02 5:32:18----------------
205 : 22
1006 : 1
1003 : 31
4464 : 2
3025 : 39
3019 : 204
3024 : 135
3018 : 117
3002 : 13
3013 : 493
3011 : 91
3014 : 858
3017 : 343
--------------------2019-09-02 5:37:18----------------
205 : 21
1006 : 1
1003 : 12
4464 : 1
3025 : 40
3019 : 211
3024 : 170
3018 : 129
3002 : 9
3013 : 263
3011 : 68
3014 : 918
1001 : 2
3017 : 402
--------------------2019-09-02 5:42:18----------------
205 : 22
1006 : 1
1003 : 12
3025 : 31
3019 : 212
3024 : 114
3018 : 111
3002 : 10
3013 : 423
3011 : 86
3014 : 826
3017 : 340
--------------------2019-09-02 5:47:18----------------
205 : 23
1006 : 1
1003 : 24
4464 : 3
3025 : 33
3019 : 212
3024 : 163
3018 : 130
3002 : 9
3013 : 394
3011 : 96
3014 : 939
3017 : 415
--------------------2019-09-02 5:52:18----------------
205 : 22
1003 : 30
3025 : 38
3019 : 258
3024 : 115
3018 : 129
3002 : 10
3013 : 296
3011 : 94
3014 : 862
1001 : 1
3017 : 349
--------------------2019-09-02 5:57:18----------------
205 : 22
1006 : 1
1003 : 39
4464 : 1
3025 : 38
3019 : 227
3024 : 129
3018 : 123
3002 : 12
3013 : 342
3011 : 99
3014 : 895
1001 : 2
3017 : 361
--------------------2019-09-02 6:02:18----------------
205 : 19
4633 : 1
4629 : 1
1006 : 1
1003 : 32
1115 : 1
