1	58.22.114.33	pte349ad2ac99b3176b5	贺玉龙	3551	2019-09-08 16:31:59	2019-09-08 17:31:10	1	0
1	223.104.247.224	pt428a8d288053f514a0	雨天带炮不带伞	763	2019-09-08 17:18:27	2019-09-08 17:31:10	1	0
1	117.136.38.33	pt0cf0929a9d43e157dc	国绍祺	336	2019-09-08 17:25:33	2019-09-08 17:31:10	1	0
1	121.32.244.27	pte804b7f814f0db4658	张秘书	25635	2019-09-08 10:24:09	2019-09-08 17:31:24	1	0
1	121.32.242.208	ptd5dc06107c475a9dad	下雨天	13536	2019-09-08 13:45:48	2019-09-08 17:31:24	1	0
1	113.96.66.162	ptb3e939ff7da9d1485e	噬魂	8853	2019-09-08 15:03:50	2019-09-08 17:31:24	1	0
1	14.215.105.136	pt33f906943cf39e6ff8	闾丘弘雅	6593	2019-09-08 15:41:30	2019-09-08 17:31:24	1	0
1	221.11.103.164	pte92df58ef05a46281f	青楼满座	3889	2019-09-08 16:26:35	2019-09-08 17:31:24	1	0
1	122.112.137.39	pt400ca4e7b7f3b14372	小小道士	1794	2019-09-08 17:01:30	2019-09-08 17:31:24	1	0
1	144.0.179.81	pte553e0685c039e5e12	精英狂道	1234	2019-09-08 17:10:50	2019-09-08 17:31:24	1	0
1	118.122.227.129	pt118735fa27332c6a70	张小哥	588	2019-09-08 17:21:36	2019-09-08 17:31:24	1	0
1	222.133.204.250	pt8a96403561d0833f89	威武大将军	404	2019-09-08 17:24:40	2019-09-08 17:31:24	1	0
1	183.236.48.224	pte8bdeef1e00142e398	天下秀	0	2019-09-08 17:32:57	2019-09-08 17:32:57	1	0
1	117.136.38.33	pt3c1451ac1854959b84	昌成荫	0	2019-09-08 17:32:57	2019-09-08 17:32:57	1	0
1	117.136.35.77	pta913e312131d2ee97d	疯狂	0	2019-09-08 17:32:57	2019-09-08 17:32:57	1	0
1	144.0.179.81	pte553e0685c039e5e12	精英狂道	7	2019-09-08 17:32:57	2019-09-08 17:33:05	1	0
1	58.22.114.33	pte349ad2ac99b3176b5	贺玉龙	6	2019-09-08 17:33:38	2019-09-08 17:33:44	1	0
1	144.0.179.81	pte553e0685c039e5e12	精英狂道	68	2019-09-08 17:33:22	2019-09-08 17:34:31	1	0
1	117.136.38.33	pt0cf0929a9d43e157dc	国绍祺	112	2019-09-08 17:32:57	2019-09-08 17:34:50	1	0
1	144.0.179.81	pte553e0685c039e5e12	精英狂道	17	2019-09-08 17:34:36	2019-09-08 17:34:54	1	0
1	222.133.204.250	pt8a96403561d0833f89	威武大将军	13	2019-09-08 17:36:39	2019-09-08 17:36:52	1	0
