1	112.96.112.253	pt87078602b74d52e6c7	传奇	1881	2019-08-29 09:30:12	2019-08-29 10:01:33	1	0
1	122.226.166.139	pt3c1451ac1854959b84	昌成荫	3694	2019-08-29 09:04:08	2019-08-29 10:05:42	1	0
1	122.226.166.139	pt0cf0929a9d43e157dc	国绍祺	3693	2019-08-29 09:04:09	2019-08-29 10:05:42	1	0
1	122.226.166.139	pt1d831a4be6aad77eaa	印玉龙	3704	2019-08-29 09:04:09	2019-08-29 10:05:54	1	0
1	122.226.166.139	pt4c9d289634b5875303	贺兰依珊	3696	2019-08-29 09:04:17	2019-08-29 10:05:54	1	0
1	122.226.166.139	pt26ce8ea33fe92932ef	韦玉泽	3706	2019-08-29 09:04:08	2019-08-29 10:05:54	1	0
1	122.226.166.139	ptd3934acf860ec9a576	养馨荣	3703	2019-08-29 09:04:12	2019-08-29 10:05:55	1	0
1	122.226.166.139	ptf9a1496f0f0de9fd7c	宣清昶	3708	2019-08-29 09:04:14	2019-08-29 10:06:02	1	0
1	122.226.166.139	pt3716910749752b84a5	虞嘉年	3711	2019-08-29 09:04:11	2019-08-29 10:06:02	1	0
1	122.226.166.139	pt70d1fa5fcb5111fe5a	百里如风	3724	2019-08-29 09:04:10	2019-08-29 10:06:15	1	0
1	119.103.156.148	pt7897699b3d23453dc3	哈利噶	745	2019-08-29 09:54:17	2019-08-29 10:06:42	1	0
