1	182.151.164.116	pt2b7c8816bb06477b9e	3655	151	2019-09-24 22:18:08	2019-09-24 22:20:40	1	0
1	171.210.185.30	pt9dbf50c660e324a87f	小道	4763	2019-09-24 21:02:26	2019-09-24 22:21:49	1	0
1	182.151.164.116	pt2b7c8816bb06477b9e	06686	68	2019-09-24 22:20:52	2019-09-24 22:22:01	1	0
1	182.151.164.116	pt2b7c8816bb06477b9e	364949	103	2019-09-24 22:22:16	2019-09-24 22:23:59	1	0
1	182.151.164.116	pt2b7c8816bb06477b9e	364949	16	2019-09-24 22:24:14	2019-09-24 22:24:30	1	0
1	182.151.164.116	pt2b7c8816bb06477b9e	57856	96	2019-09-24 22:24:44	2019-09-24 22:26:20	1	0
1	182.151.164.116	ptc755f17831bfdaca90	3666	43	2019-09-24 22:27:13	2019-09-24 22:27:56	1	0
1	112.10.198.26	pt255d58634a1d3d7fb7	王者之星	2926	2019-09-24 21:39:36	2019-09-24 22:28:22	1	0
1	182.151.164.116	ptc755f17831bfdaca90	3666	40	2019-09-24 22:28:05	2019-09-24 22:28:46	1	0
1	112.10.198.26	pt255d58634a1d3d7fb7	小小法神	29	2019-09-24 22:28:29	2019-09-24 22:28:58	1	0
