2019-07-21 22:02	0	0	0
2019-07-22 01:19	0	0	0
2019-07-22 02:21	0	0	0
2019-07-22 02:29	0	0	0
2019-07-22 02:36	0	0	0
2019-07-28 21:23	0	0	0
2019-07-28 21:27	0	0	0
2019-07-29 21:22	0	0	0
2019-07-30 15:44	0	0	0
2019-07-30 15:59	0	0	0
2019-07-30 21:45	0	0	0
2019-08-05 23:36	0	0	0
2019-08-10 22:32	0	0	0
2019-08-25 14:48	0	0	0
2019-08-28 10:58	0	0	0
2019-09-06 10:05	0	0	0
2019-09-06 10:51	0	0	0
2019-09-07 12:47	0	0	0
2019-09-07 12:50	0	0	0
2019-09-07 12:54	0	0	0
2019-09-07 14:23	0	0	0
2019-09-07 14:39	0	0	0
2019-09-07 14:40	0	0	0
2019-09-07 15:23	0	0	0
2019-09-07 16:54	0	0	0
2019-09-07 17:55	0	0	0
2019-09-07 17:56	0	0	0
2019-09-07 18:16	0	0	0
2019-09-07 18:35	0	0	0
2019-09-07 18:44	0	0	0
2019-09-09 17:56	0	0	0
2019-09-09 17:59	0	0	0
2019-09-09 23:11	0	0	0
2019-09-13 23:10	0	0	0
2019-09-17 15:27	0	0	0
2019-09-21 12:04	0	0	0
2019-09-21 12:09	0	0	0
2019-09-21 22:45	0	0	0
2019-09-22 00:04	0	0	0
2019-09-22 00:07	0	0	0
